status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat,state
973011453878899000,2018-03-12T01:43:02Z,422193811,KaraNSlade,"Much misery at Procter House tonight. I feel very feverish, and D threw up on his bed (but fortunately, not on mine).",Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/c833fbabba6fe48e.json,Princeton,"Princeton, NJ",city,United States,US,|,|,-74.710297|-74.6197593|-74.6197593|-74.710297|40.3249504|40.3249504|40.3743499|40.3743499,-74.66502815,40.34965015,New Jersey
973002736126931000,2018-03-12T01:08:24Z,2224226376,SleepyAddicts,@clotree @TalkTVwTiffany @MckeeveMichelle @GhostArtist1990 @SusanKBradford @xfilesaddict @kenseysmom @TigerKNC @jlrice033 @SalyerSteve @CindyGaitherPHX @Goraji_ @LenDiesel21 @PieterJKetelaar @PhantasticGeek @jonathanjstone0 @shughes0359 @cloneposter @babarts @NBCTimeless He looks feverish or something #TheWalkingDead,Twitter for iPhone,973002559471473000,374834456,clotree,FALSE,FALSE,3,0,TheWalkingDead,,,,,,,,,,,,,374834456|807795804|1645387304|734245842|2739446098|2993742572|46873234|169029656|328136381|331739409|912085040703533056|2167728871|281074455|111159497|403104101|24000256|1239244556|20895383|85883549|4795192662,clotree|TalkTVwTiffany|MckeeveMichelle|GhostArtist1990|SusanKBradford|xfilesaddict|kenseysmom|TigerKNC|jlrice033|SalyerSteve|CindyGaitherPHX|Goraji_|LenDiesel21|PieterJKetelaar|PhantasticGeek|jonathanjstone0|shughes0359|cloneposter|babarts|NBCTimeless,en,,,,,https://api.twitter.com/1.1/geo/id/bc3a38d3d5999b4b.json,Washington,"Washington, USA",admin,United States,US,|,|,-124.848975|-116.915989|-116.915989|-124.848975|45.543542|45.543542|49.0025023|49.0025023,-120.882482,47.27302215,Washington
972989111932944000,2018-03-12T00:14:16Z,630521081,writtenbykelsey,"@Wheyen3 Now that you mention it, my friend did say she's feeling a bit feverish and is only seeing colors.",Twitter for iPhone,972988702573171000,29571289,Wheyen3,FALSE,FALSE,1,0,,,,,,,,,,,,,,29571289,Wheyen3,en,,,,,https://api.twitter.com/1.1/geo/id/4e542833600bca97.json,Amsterdam,"Amsterdam, NY",city,United States,US,|,|,-74.222596|-74.158646|-74.158646|-74.222596|42.918987|42.918987|42.977091|42.977091,-74.190621,42.948039,New York
972749324965810000,2018-03-11T08:21:26Z,2232401795,genesis_raeleen,"Anger is a feverish parasite of an emotion, don’t be its host.",Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json,Denver,"Denver, CO",city,United States,US,|,|,-105.109815|-104.734372|-104.734372|-105.109815|39.614151|39.614151|39.812975|39.812975,-104.9220935,39.713563,Colorado
972627650761040000,2018-03-11T00:17:57Z,3793991300,RebelReportUNLV,"We got a feverish pace going right now!  Back and forth..... SDSU up by 2 right, 49-47",TweetCaster for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/50b32cde073c907a.json,Sundance Place,"Sundance Place, Paradise",neighborhood,United States,US,36.10810811|-115.14578407,-115.14578407|36.10810811,-115.137461|-115.1312715|-115.1312715|-115.137461|36.1042851|36.1042851|36.107755|36.107755,-115.13436625,36.10602005,Nevada
972597909647540000,2018-03-10T22:19:46Z,798278527636345000,thelilmizerika,"Just the thought of you
Fills this soul with feverish day dreams
All day
Everyday",Twitter for Android,,,,FALSE,FALSE,4,1,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/2615344c84ed87ee.json,Oshawa,"Oshawa, Ontario",city,Canada,CA,|,|,-78.959206|-78.68523|-78.68523|-78.959206|43.614586|43.614586|44.047385|44.047385,-78.822218,43.8309855,
972304322041188000,2018-03-10T02:53:09Z,365480869,myblueheather,"🤒 Poor ""Olga"" was feeling feverish today, so she went to the doctor's office💺 to get all fixed… https://t.co/iLYvgbYCi6",Instagram,,,,FALSE,FALSE,0,0,,,instagram.com/p/BgIGqtOD_01/,https://t.co/iLYvgbYCi6,https://www.instagram.com/p/BgIGqtOD_01/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/33a522a8e7317b6e.json,Ferry Pass,"Ferry Pass, FL",city,United States,US,30.53704115|-87.23508025,-87.23508025|30.53704115,-87.247666|-87.158257|-87.158257|-87.247666|30.4796092|30.4796092|30.562505|30.562505,-87.2029615,30.5210571,Florida
972218861649936000,2018-03-09T21:13:34Z,924846549191991000,ej_marshall91,@Charlie_Burris @LoniPolk247 one of my favorite parts of living in LA is the strangely feverish board game culture. Even every bar has a stack of 'em in the corner. Got to a free Azul and Pandemic Legacy from the makers testing it out at a rose bowl gathering last summer,Twitter Web Client,972216777362018000,2329551530,Charlie_Burris,FALSE,FALSE,2,0,,,,,,,,,,,,,,2329551530|35117625,Charlie_Burris|LoniPolk247,en,,,,,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,California,"California, USA",admin,United States,US,|,|,-124.482003|-114.131212|-114.131212|-124.482003|32.528832|32.528832|42.009519|42.009519,-119.3066075,37.2691755,California
971506093024317000,2018-03-07T22:01:16Z,17133025,AlexHawke,"@stuartjash Stuart, I have a feeling it will be yours  and mine too. There’s a feverish groundswell of excitement growing around the book...",Twitter for iPhone,970871975865336000,712111281558332000,stuartjash,FALSE,FALSE,1,0,,,,,,,,,,,,,,712111281558331394,stuartjash,en,,,,,https://api.twitter.com/1.1/geo/id/7b349e05e367c112.json,Jupiter Island,"Jupiter Island, FL",city,United States,US,|,|,-80.1218187|-80.103493|-80.103493|-80.1218187|27.03709|27.03709|27.066841|27.066841,-80.11265585,27.0519655,Florida
971273464404431000,2018-03-07T06:36:53Z,545701924,Imma_Twit_On_U,"Kendrick dropped, Jay dropped, just waiting on @NICKIMINAJ 🤦🏽‍♂️ feverish level",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,35787166,NICKIMINAJ,en,,,,,https://api.twitter.com/1.1/geo/id/4de072969805ac41.json,West Palm Beach,"West Palm Beach, FL",city,United States,US,|,|,-80.2006|-80.044639|-80.044639|-80.2006|26.644671|26.644671|26.7991205|26.7991205,-80.1226195,26.72189575,Florida
