status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,state
965975035407200256,2018-02-20T15:42:50Z,757358036998582000,CorkySwift2,@Varneyco  Hey Stuart do you have any second thoughts about not taking that flu shot?,Twitter for iPhone,,281610530,Varneyco,FALSE,FALSE,0,0,,,,,,,,,,,,,,281610530,Varneyco,en,,,,,https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json,Nashville,"Nashville, TN",city,United States,US,|,|,-87.022482|-86.560616|-86.560616|-87.022482|35.9945681|35.9945681|36.405448|36.405448,Tennessee
965974457146683392,2018-02-20T15:40:32Z,23223046,KirkWrites79,"Moral of the Story: I got my first flu shot this year. Everyone around has been sick as a dog. Meanwhile, I’m over like... https://t.co/S1SG48kx39",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DWfUl0-V4AA7LV5.jpg,https://t.co/S1SG48kx39,https://twitter.com/KirkWrites79/status/965974457146683392/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DWfUl0-V4AA7LV5.jpg,https://t.co/S1SG48kx39,https://twitter.com/KirkWrites79/status/965974457146683392/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,Los Angeles,"Los Angeles, CA",city,United States,US,|,|,-118.668404|-118.155409|-118.155409|-118.668404|33.704538|33.704538|34.337041|34.337041,California
965973864441196545,2018-02-20T15:38:10Z,23223046,KirkWrites79,"Listen. I was always scared to get the flu shot. But, this Trump Flu is different.",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,Los Angeles,"Los Angeles, CA",city,United States,US,|,|,-118.668404|-118.155409|-118.155409|-118.668404|33.704538|33.704538|34.337041|34.337041,California
965973640243113985,2018-02-20T15:37:17Z,23223046,KirkWrites79,"@callmedollar Ion know, Dollar. I got my first flu shot this year. Everyone around has been sick as a dog. Meanwhile, I’m over like... https://t.co/Df3kAqPxB0",Twitter for iPhone,965970925475762181,24161687,callmedollar,FALSE,FALSE,2,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DWfT4m-VAAA7qTJ.jpg,https://t.co/Df3kAqPxB0,https://twitter.com/KirkWrites79/status/965973640243113985/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DWfT4m-VAAA7qTJ.jpg,https://t.co/Df3kAqPxB0,https://twitter.com/KirkWrites79/status/965973640243113985/photo/1,,24161687,callmedollar,en,,,,,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,Los Angeles,"Los Angeles, CA",city,United States,US,|,|,-118.668404|-118.155409|-118.155409|-118.668404|33.704538|33.704538|34.337041|34.337041,California
965958690187726848,2018-02-20T14:37:53Z,1331217336,JosephMcgrawjoe,@AudraLynn21 Flu shot?,Twitter for iPhone,965958261915750400,196030842,AudraLynn21,FALSE,FALSE,0,0,,,,,,,,,,,,,,196030842,AudraLynn21,en,,,,,https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json,Philadelphia,"Philadelphia, PA",city,United States,US,|,|,-75.280284|-74.955712|-74.955712|-75.280284|39.871811|39.871811|40.13792|40.13792,Pennsylvania
965948575036444673,2018-02-20T13:57:41Z,808522356473864000,jordannachicago,"Me: I don’t need the flu shot I’ve never gotten the flu 

Me after staying awake for a week and partying with 250 people: fuckkkkkk",Twitter for iPhone,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json,Chicago,"Chicago, IL",city,United States,US,|,|,-87.940033|-87.523993|-87.523993|-87.940033|41.644102|41.644102|42.0230669|42.0230669,Illinois
965945367421509632,2018-02-20T13:44:56Z,401174520,The_Robakabra,"I don’t know how I would handle going to school in the world of today. Kids being shot in cold blood in what seems like every week, children dying of the flu even after being vaccinated and cyber bullying making it so that taunts from students follow you home.",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json,Bronx,"Bronx, NY",city,United States,US,|,|,-73.933612|-73.765271|-73.765271|-73.933612|40.785365|40.785365|40.91533|40.91533,New York
965924661186973696,2018-02-20T12:22:39Z,64441184,SavorySimple,Did anyone else have insane dreams after getting the flu shot?,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/864ff125241f172f.json,Bethesda,"Bethesda, MD",city,United States,US,|,|,-77.158594|-77.078411|-77.078411|-77.158594|38.940225|38.940225|39.0224493|39.0224493,Maryland
965897956166717441,2018-02-20T10:36:32Z,1392190009,NateGchi,I got offered a flu shot and turned it down..haven’t been sick this year yet,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json,Chicago,"Chicago, IL",city,United States,US,|,|,-87.940033|-87.523993|-87.523993|-87.940033|41.644102|41.644102|42.0230669|42.0230669,Illinois
965810076165595141,2018-02-20T04:47:20Z,3379823116,trillaaman,The last time I got a flu shot was in 4th grade and that was the last time I ever got the flu just saying 🤷🏾‍♂️,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/73d1c1c11b675932.json,Chesapeake,"Chesapeake, VA",city,United States,US,|,|,-76.448383|-76.143408|-76.143408|-76.448383|36.66|36.66|36.866431|36.866431,Virginia
