status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat,state
972993625520001000,2018-03-12T00:32:12Z,1221596822,DavidHyder2,"But how effective is the perrenial vaccine?Check out this quote: ""Spanish flu epidemic of 1918, which killed…"" - ""Warnings:…"" https://t.co/ahi1iuTgWU https://t.co/dbyClDEkgw",Twitter for Android,,,,FALSE,FALSE,0,0,,,a.co/1nd3MbI,https://t.co/ahi1iuTgWU,http://a.co/1nd3MbI,http://pbs.twimg.com/media/DYDEiwWXUAE1cQf.jpg,https://t.co/dbyClDEkgw,https://twitter.com/DavidHyder2/status/972993625520001024/photo/1,photo,http://pbs.twimg.com/media/DYDEiwWXUAE1cQf.jpg,https://t.co/dbyClDEkgw,https://twitter.com/DavidHyder2/status/972993625520001024/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5fb04b3fffc3ad07.json,Petersburg,"Petersburg, VA",city,United States,US,|,|,-77.44753|-77.336123|-77.336123|-77.44753|37.171162|37.171162|37.244906|37.244906,-77.3918265,37.208034,Virginia
972862409181311000,2018-03-11T15:50:47Z,125117830,GIRLEMPOWER,@steve_v999 @amyjccuddy The reactions people always tell me they (or someone they know) experienced when explaining why they’re resistant to the flu vaccine sound similar to Guillain Barré Syndrome which ONLY EFFECTS 1 TO 2 PEOPLE PER MILLION DOSES OF FLU VACCINE ADMINISTERED📢 https://t.co/Clz1YkunwS,Twitter for iPhone,972640980670104000,914601022051336000,steve_v999,FALSE,FALSE,0,0,,,cdc.gov/flu/protect/va…,https://t.co/Clz1YkunwS,https://www.cdc.gov/flu/protect/vaccine/guillainbarre.htm,,,,,,,,,914601022051336192|529140270,steve_v999|amyjccuddy,en,,,,,https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json,Phoenix,"Phoenix, AZ",city,United States,US,|,|,-112.3239143|-111.9254391|-111.9254391|-112.3239143|33.29026|33.29026|33.8154652|33.8154652,-112.1246767,33.5528626,Arizona
972858678523998000,2018-03-11T15:35:58Z,125117830,GIRLEMPOWER,@steve_v999 @amyjccuddy So in favor of this tweet!A+⭐️Being severely immune compromised due to rare disease my immunity DEPENDS on others also getting the shot! So much misinformation has always surrounded the flu vaccine!🤦🏻‍♀️,Twitter for iPhone,972640980670104000,914601022051336000,steve_v999,FALSE,FALSE,0,0,,,,,,,,,,,,,,914601022051336192|529140270,steve_v999|amyjccuddy,en,,,,,https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json,Phoenix,"Phoenix, AZ",city,United States,US,|,|,-112.3239143|-111.9254391|-111.9254391|-112.3239143|33.29026|33.29026|33.8154652|33.8154652,-112.1246767,33.5528626,Arizona
972688764026937000,2018-03-11T04:20:47Z,19057979,Haberdasher9k,And of course I have to be done and opt-in for the flu vaccine... In my right arm. I'm basically a T-Rex right now,Twitter for Android,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json,Chicago,"Chicago, IL",city,United States,US,|,|,-87.940033|-87.523993|-87.523993|-87.940033|41.644102|41.644102|42.0230669|42.0230669,-87.732013,41.83358445,Illinois
972253239457534000,2018-03-09T23:30:10Z,1624231596,erinschilling85,"Read more about Ted Ross's work on the flu vaccine @redandblack and check back for all #ugaresearch news
https://t.co/dNfpKXLDWr https://t.co/Ud2rc5s9KW",Twitter for Android,,,,TRUE,FALSE,2,1,ugaresearch,,redandblack.com/uganews/uga-re…|twitter.com/universityofga…,https://t.co/dNfpKXLDWr|https://t.co/Ud2rc5s9KW,https://www.redandblack.com/uganews/uga-researchers-hit-halfway-point-with-potential-universal-flu-vaccination/article_b1402fd2-184b-11e8-9342-f79de1ebc404.html|https://twitter.com/universityofga/status/971049264167170050,,,,,,,,,15587639,redandblack,en,971049264167170000,"UGA researcher Ted Ross is committed to developing the last flu vaccine you'll ever need 💉
#MyCommitment | https://t.co/G5CAmfb230 https://t.co/LhSDL6fQNr",,,https://api.twitter.com/1.1/geo/id/2eb715ad70a02224.json,Dacula,"Dacula, GA",city,United States,US,|,|,-83.929955|-83.8610753|-83.8610753|-83.929955|33.944031|33.944031|34.011365|34.011365,-83.89551515,33.977698,Georgia
972204913525690000,2018-03-09T20:18:08Z,870118740754481000,CCPH_TX,"Another FREE #flu vaccine opportunity!! If you haven’t already, please make plans to get your flu shot this season. Join us in Brownsville on Tuesday! https://t.co/UOgaYmrJiR",Twitter Web Client,,,,FALSE,FALSE,0,2,flu,,,,,http://pbs.twimg.com/media/DX33NmYVAAAIf6z.jpg,https://t.co/UOgaYmrJiR,https://twitter.com/CCPH_TX/status/972204913525690369/photo/1,photo,http://pbs.twimg.com/media/DX33NmYVAAAIf6z.jpg,https://t.co/UOgaYmrJiR,https://twitter.com/CCPH_TX/status/972204913525690369/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b8f3a7fd432ec1f1.json,San Benito,"San Benito, TX",city,United States,US,|,|,-97.684281|-97.575927|-97.575927|-97.684281|26.07277|26.07277|26.172319|26.172319,-97.630104,26.1225445,Texas
972099487748379000,2018-03-09T13:19:13Z,14763494,KrisNBC,New this morning: Vaccine records for 97 #California #flu victims show 42% who died were vaccinated per @CAPublicHealth data obtained overnight by @nbcbayarea h/t @SMurphyNBC https://t.co/VPp8prDuHs,Twitter for iPhone,,,,FALSE,FALSE,8,8,California|flu,,,,,http://pbs.twimg.com/media/DX2XU7xUMAMc5I7.jpg,https://t.co/VPp8prDuHs,https://twitter.com/KrisNBC/status/972099487748378624/photo/1,photo,http://pbs.twimg.com/media/DX2XU7xUMAMc5I7.jpg,https://t.co/VPp8prDuHs,https://twitter.com/KrisNBC/status/972099487748378624/photo/1,,33934492|20097362|559108956,CAPublicHealth|nbcbayarea|SMurphyNBC,en,,,,,https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json,San Jose,"San Jose, CA",city,United States,US,|,|,-122.035311|-121.71215|-121.71215|-122.035311|37.193164|37.193164|37.469154|37.469154,-121.8737305,37.331159,California
972089247644705000,2018-03-09T12:38:31Z,1173237152,WarriorRod,"ALERT! ALERT!!
New Aussie flu could kill 33 million people in next 200 days. Experts say they are helpless as there's no vaccine for the H3N2 virus!",Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json,Toronto,"Toronto, Ontario",city,Canada,CA,|,|,-79.639319|-78.90582|-78.90582|-79.639319|43.403221|43.403221|43.855401|43.855401,-79.2725695,43.629311,
971949589485023000,2018-03-09T03:23:34Z,175735226,IshwariaMD,"👏@nytimes finally publishes obits of inspiring women whose death didn’t make it in print back then. 
#1 Ms Henrietta Lacks-her HeLa cell line led to tx for #hemophilia #flu #leukemia, #Parkinsons #polio vaccine, #tamoxifen &amp; #IVF👏
https://t.co/UjYZDYRWAV
#InternationalWomensDay",Twitter for iPhone,,,,FALSE,FALSE,5,0,hemophilia|flu|leukemia|Parkinsons|polio|tamoxifen|IVF|InternationalWomensDay,,nyti.ms/2G9hhBL,https://t.co/UjYZDYRWAV,http://nyti.ms/2G9hhBL,,,,,,,,,807095,nytimes,en,,,,,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Houston,"Houston, TX",city,United States,US,|,|,-95.823268|-95.069705|-95.069705|-95.823268|29.522325|29.522325|30.1546646|30.1546646,-95.4464865,29.8384948,Texas
971938005656179000,2018-03-09T02:37:32Z,46387313,OooIHateHim,"@BigBootyJudy814 That's how the cooch builds up antibodies, it's like the flu vaccine😂😂",Twitter for Android,971895476223128000,260466698,BigBootyJudy814,FALSE,FALSE,0,0,,,,,,,,,,,,,,260466698,BigBootyJudy814,en,,,,,https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json,Chicago,"Chicago, IL",city,United States,US,|,|,-87.940033|-87.523993|-87.523993|-87.940033|41.644102|41.644102|42.0230669|42.0230669,-87.732013,41.83358445,Illinois
