status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat,state
976299306687767000,2018-03-21T03:27:48Z,3087590777,rygiel_megan,"nothing makes me happier than coming home from a @TBLightning game with a sore throat, game of the year ⚡️",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,28173550,TBLightning,en,,,,,https://api.twitter.com/1.1/geo/id/36f6e625182fae8b.json,Land O' Lakes,"Land O' Lakes, FL",city,United States,US,|,|,-82.524994|-82.369327|-82.369327|-82.524994|28.171069|28.171069|28.267173|28.267173,-82.4471605,28.219121,Florida
976297336019157000,2018-03-21T03:19:58Z,285912976,itssjust_jade,my throat getting sore,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Houston,"Houston, TX",city,United States,US,|,|,-95.823268|-95.069705|-95.069705|-95.823268|29.522325|29.522325|30.1546646|30.1546646,-95.4464865,29.8384948,Texas
976295087285052000,2018-03-21T03:11:02Z,444812838,BoulwareRebecca,"i love how yesterday i was saying that i never get sick, &amp; here i am today with a fever and sore throat. should’ve knocked on wood i guess",Twitter for iPhone,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json,Texas,"Texas, USA",admin,United States,US,|,|,-106.645646|-93.508131|-93.508131|-106.645646|25.837092|25.837092|36.500695|36.500695,-100.0768885,31.1688935,Texas
976295019832209000,2018-03-21T03:10:46Z,1257739314,LoriCahillDyess,"@Deblg1G 💔Has he kept anything on his stomach? Food? 
Maybe the meds upset his stomach? ☹️
Ya know his throat gotta be sore, huh? From the biopsy?",Twitter for iPhone,976294008233247000,328962358,Deblg1G,FALSE,FALSE,1,0,,,,,,,,,,,,,,328962358,Deblg1G,en,,,,,https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json,Virginia,"Virginia, USA",admin,United States,US,|,|,-83.67529|-75.16644|-75.16644|-83.67529|36.540739|36.540739|39.466012|39.466012,-79.420865,38.0033755,Virginia
976290914434822000,2018-03-21T02:54:27Z,2228525996,deajaeZgrant,I hope when you got a sore throat 🤣 https://t.co/hHCj3iTYLt,Twitter for iPhone,,,,TRUE,FALSE,0,0,,,twitter.com/clap_thafuckou…,https://t.co/hHCj3iTYLt,https://twitter.com/clap_thafuckout/status/976290494606118912,,,,,,,,,,,en,976290494606119000,When your friend call you &amp; ask if you got some halls 😭😭😭 bihhhh for what ! Cause i only use em for one thing 🤧,,,https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json,South Carolina,"South Carolina, USA",admin,United States,US,|,|,-83.353955|-78.499301|-78.499301|-83.353955|32.04683|32.04683|35.215449|35.215449,-80.926628,33.6311395,South Carolina
976288624516907000,2018-03-21T02:45:21Z,15638834,kangaroo5383,"This sore throat has escalated to what feels like a minor ear infection now 😕🤔😢

Uh oh.",Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5a110d312052166f.json,San Francisco,"San Francisco, CA",city,United States,US,|,|,-122.514926|-122.357031|-122.357031|-122.514926|37.708075|37.708075|37.833238|37.833238,-122.4359785,37.7706565,California
976286682927456000,2018-03-21T02:37:38Z,3916025958,cvincii,"@iindyann a lil better, nose still stuffy. my throat not sore no more tho.",Twitter for iPhone,976286288763597000,958135059428577000,iindyann,FALSE,FALSE,0,0,,,,,,,,,,,,,,958135059428577280,iindyann,en,,,,,https://api.twitter.com/1.1/geo/id/e60ab9aacc0e96af.json,Monroe,"Monroe, LA",city,United States,US,|,|,-92.135057|-92.018346|-92.018346|-92.135057|32.429655|32.429655|32.612831|32.612831,-92.0767015,32.521243,Louisiana
976273541359391000,2018-03-21T01:45:25Z,919686252374450000,oldfarmgirlKAH,"@JenSchweigert @scaverhoff @IHboog @FarmChicJodi @BradPeel3 @SmithAgConrad @thisfarmwife @AtlantaAgCurt Just home from evening test.  
Time to drink a hot toddie, a warm bath n get some sleep. 🍵🛀😴 
Sore throat means a cold is coming on. 😷
No time for that!",Twitter for Android,976270056832361000,51097526,JenSchweigert,FALSE,FALSE,4,0,,,,,,,,,,,,,,51097526|2848024435|60739240|2962245814|4882315203|3386476648|347401952|753216644244275200,JenSchweigert|scaverhoff|IHboog|FarmChicJodi|BradPeel3|SmithAgConrad|thisfarmwife|AtlantaAgCurt,en,,,,,https://api.twitter.com/1.1/geo/id/2108d645aa7aafee.json,Brockton,"Brockton, Ontario",city,Canada,CA,|,|,-81.430557|-81.023887|-81.023887|-81.430557|44.067705|44.067705|44.32208|44.32208,-81.227222,44.1948925,
976262133481554000,2018-03-21T01:00:05Z,213053008,yourbiggghomie,Done w this flu shit 🤬 honestly the most annoying part is the sore itchy ass throat I can deal with a fever and everything else 😤,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/013379ee5729a5e6.json,Tucson,"Tucson, AZ",city,United States,US,|,|,-111.083219|-110.747928|-110.747928|-111.083219|32.057802|32.057802|32.320979|32.320979,-110.9155735,32.1893905,Arizona
976261126014034000,2018-03-21T00:56:05Z,161439916,juliannebowman,MY THROAT HAS BEEN SORE FOR OVER 3 WEEKS 🙄,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/6565298bcadb82a1.json,Knoxville,"Knoxville, TN",city,United States,US,|,|,-84.19397|-83.733713|-83.733713|-84.19397|35.831436|35.831436|36.133505|36.133505,-83.9638415,35.9824705,Tennessee
976256503312212000,2018-03-21T00:37:43Z,2654343864,SmokinShelbyK,Slushees and milkshakes is all I want when I have a sore throat. 😫😷,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/018929347840059e.json,Indianapolis,"Indianapolis, IN",city,United States,US,|,|,-86.348441|-85.937404|-85.937404|-86.348441|39.631677|39.631677|39.927448|39.927448,-86.1429225,39.7795625,Indiana
976255194542387000,2018-03-21T00:32:30Z,14180577,coffeesister,"Yesterday’s #3DailyGratitudes:

Not getting this sore throat &amp; cough til after my #poetry reading. #SilverLining

Our final nonviolent communication workshop &amp; the comradery we formed.

Having the option to intersperse Netflix as I work online. It’s how #spoonies get things done.",Twitter for Android,975586976391811000,14180577,coffeesister,FALSE,FALSE,0,1,3DailyGratitudes|poetry|SilverLining|spoonies,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5a110d312052166f.json,San Francisco,"San Francisco, CA",city,United States,US,|,|,-122.514926|-122.357031|-122.357031|-122.514926|37.708075|37.708075|37.833238|37.833238,-122.4359785,37.7706565,California
976227240332509000,2018-03-20T22:41:26Z,1023262957,squashmoen,@L4mmyL4d @unitlostgaming @Spitfire My throat is still sore from the Seoul game! I wouldn’t be surprised if you heard me all the way over there 😉,Twitter for iPhone,976225152886338000,827907459620684000,L4mmyL4d,FALSE,FALSE,0,0,,,,,,,,,,,,,,827907459620683776|83617082|904767529398157314,L4mmyL4d|unitlostgaming|Spitfire,en,,,,,https://api.twitter.com/1.1/geo/id/36237ab3643ff2be.json,Cupertino,"Cupertino, CA",city,United States,US,|,|,-122.091151|-121.995595|-121.995595|-122.091151|37.285786|37.285786|37.3403795|37.3403795,-122.043373,37.31308275,California
976220358616474000,2018-03-20T22:14:05Z,193042087,DanielleCreger,My wisdom teeth are making my throat feel sore so being at work right now is kind of killing me,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/ecbe2aea853af44e.json,Tallahassee,"Tallahassee, FL",city,United States,US,|,|,-84.386548|-84.1458|-84.1458|-84.386548|30.365093|30.365093|30.587338|30.587338,-84.266174,30.4762155,Florida
976200630548091000,2018-03-20T20:55:41Z,186650185,gennnxo,Need 2 smoke a bowl for this headache but the way more sore throat is set up 🙄😤,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json,San Jose,"San Jose, CA",city,United States,US,|,|,-122.035311|-121.71215|-121.71215|-122.035311|37.193164|37.193164|37.469154|37.469154,-121.8737305,37.331159,California
976200239521718000,2018-03-20T20:54:08Z,553928175,C_Neal12,Upstairs of Ping smells like sore throat spray.,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/77aa8a0640caa98c.json,Athens,"Athens, OH",city,United States,US,|,|,-82.173479|-82.01933|-82.01933|-82.173479|39.27973|39.27973|39.361038|39.361038,-82.0964045,39.320384,Ohio
976189744374829000,2018-03-20T20:12:26Z,2881946397,galaxy_wide,My throat is burning and my ribs sore. Someone. Save me.,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5c9d123437711a9d.json,Jackson,"Jackson, MS",city,United States,US,|,|,-90.331039|-89.984994|-89.984994|-90.331039|32.049347|32.049347|32.412627|32.412627,-90.1580165,32.230987,Mississippi
976187602666738000,2018-03-20T20:03:55Z,1378402536,tessadanielle14,Sneezing when you have a sore throat is the WORST!!,Twitter for iPhone,,,,FALSE,FALSE,3,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/005df64750390b94.json,Hobart,"Hobart, WA",city,United States,US,|,|,-122.048007|-121.979262|-121.979262|-122.048007|47.376794|47.376794|47.4107723|47.4107723,-122.0136345,47.39378315,Washington
976182287288029000,2018-03-20T19:42:48Z,777718351598453000,Gymini_lyfe,Cuzz my homeboy mama is the greatest wit the tea. Sore throat GONE,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/5ecbd073f39c00fa.json,Hayward,"Hayward, CA",city,United States,US,|,|,-122.160814|-122.010737|-122.010737|-122.160814|37.592632|37.592632|37.689909|37.689909,-122.0857755,37.6412705,California
976180750377804000,2018-03-20T19:36:42Z,187572123,Phoreign,This sore throat no joke smh,Twitter for iPhone,,,,FALSE,FALSE,4,2,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b87b05856ab8dbd8.json,Yonkers,"Yonkers, NY",city,United States,US,|,|,-73.911271|-73.810443|-73.810443|-73.911271|40.900789|40.900789|40.988346|40.988346,-73.860857,40.9445675,New York
