status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,state
972980174969979000,2018-03-11T23:38:45Z,966099170737062000,jaz_yass,Currently dying #flu #ugh #whyme,Twitter for iPhone,,,,FALSE,FALSE,0,0,flu|ugh|whyme,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/009243ac50ad0f26.json,West Sacramento,"West Sacramento, CA",city,United States,US,|,|,-121.584282|-121.506483|-121.506483|-121.584282|38.516197|38.516197|38.603777|38.603777,California
972872601608450000,2018-03-11T16:31:17Z,392956356,emegibson,#Flu season is not yet behind us. I implore everyone to seek immediate treatment if symptoms arise. Take care of yourself. Not just for yourself. But for everyone who cares about you. /end,Twitter for iPhone,972872095863529000,392956356,emegibson,FALSE,FALSE,0,0,Flu,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json,Denver,"Denver, CO",city,United States,US,|,|,-105.109815|-104.734372|-104.734372|-105.109815|39.614151|39.614151|39.812975|39.812975,Colorado
972864177952850000,2018-03-11T15:57:49Z,27524328,CallieSimon,https://t.co/NgAhwdKz1i Question 4 #tea book author? #Flu? What 2 do? It's still chilly as spring has sprung! https://t.co/p0OAsmgfip,Twitter Web Client,,,,FALSE,FALSE,1,1,tea|Flu,,calorey.blogspot.com/2018/03/tea-ti…,https://t.co/NgAhwdKz1i,http://calorey.blogspot.com/2018/03/tea-time-ask-healing-powers-series.html,http://pbs.twimg.com/media/DYBOut8VAAEJnN2.jpg,https://t.co/p0OAsmgfip,https://twitter.com/CallieSimon/status/972864177952849925/photo/1,photo,http://pbs.twimg.com/media/DYBOut8VAAEJnN2.jpg,https://t.co/p0OAsmgfip,https://twitter.com/CallieSimon/status/972864177952849925/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/0056a5ad3ac63b03.json,South Lake Tahoe,"South Lake Tahoe, CA",city,United States,US,|,|,-120.041961|-119.932752|-119.932752|-120.041961|38.822602|38.822602|38.964216|38.964216,California
972611731045405000,2018-03-10T23:14:41Z,298602588,Free_Media_Hub,"Ring-a-ring o’ roses,
A pocket full of posies,
A-tishoo, a-tishoo!
We all fall down.

Mummy in the teapot,
Daddy in the cup,
Baby in the saucer,
We all jump up.

Ring-a-ring o’ roses,
A pocket full of posies,
A-tishoo, a-tishoo!
We all fall down. #flu",Twitter Web Client,,,,FALSE,FALSE,4,3,flu,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json,Washington,"Washington, DC",city,United States,US,|,|,-77.119401|-76.909396|-76.909396|-77.119401|38.801826|38.801826|38.9953797|38.9953797,District of Columbia
972507768555999000,2018-03-10T16:21:35Z,727872099403076000,our_haven,Still been down with these #flu like symptoms so unable to do much #media wise but have worked… https://t.co/doXLqViuwN,Instagram,,,,FALSE,FALSE,1,0,flu|media,,instagram.com/p/BgJjL25FtoZ/,https://t.co/doXLqViuwN,https://www.instagram.com/p/BgJjL25FtoZ/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/294c6bf87c57eb22.json,Ravenna,"Ravenna, OH",city,United States,US,41.15892|-81.26043,-81.26043|41.15892,-81.300183|-81.192505|-81.192505|-81.300183|41.093513|41.093513|41.191153|41.191153,Ohio
972483888718205000,2018-03-10T14:46:41Z,42910053,Lou1EMT,My boy’s first day out in a week! #flu&amp;strep @ IHOP https://t.co/Y19OAqYmKt,Instagram,,,,FALSE,FALSE,0,0,flu,,instagram.com/p/BgJYTc4hmfy7…,https://t.co/Y19OAqYmKt,https://www.instagram.com/p/BgJYTc4hmfy7zAhYYnAu0xXOklN1rgeuvSii7M0/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/2a9fc003f4101a1d.json,Hasbrouck Heights,"Hasbrouck Heights, NJ",city,United States,US,40.85275984|-74.07364896,-74.07364896|40.85275984,-74.089373|-74.059131|-74.059131|-74.089373|40.847458|40.847458|40.876005|40.876005,New Jersey
972212599952675000,2018-03-09T20:48:41Z,925364751269540000,mamawearspants,#sxsw has hit #austin Thankfully the #flu hasn’t hit me. Salud! #flubomb #wellness… https://t.co/gpG4s9H589,Instagram,,,,FALSE,FALSE,0,0,sxsw|austin|flu|flubomb|wellness,,instagram.com/p/BgHc9Y2jy4S/,https://t.co/gpG4s9H589,https://www.instagram.com/p/BgHc9Y2jy4S/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json,Austin,"Austin, TX",city,United States,US,30.2672|-97.7639,-97.7639|30.2672,-97.928935|-97.5805133|-97.5805133|-97.928935|30.127892|30.127892|30.5187994|30.5187994,Texas
972204913525690000,2018-03-09T20:18:08Z,870118740754481000,CCPH_TX,"Another FREE #flu vaccine opportunity!! If you haven’t already, please make plans to get your flu shot this season. Join us in Brownsville on Tuesday! https://t.co/UOgaYmrJiR",Twitter Web Client,,,,FALSE,FALSE,0,2,flu,,,,,http://pbs.twimg.com/media/DX33NmYVAAAIf6z.jpg,https://t.co/UOgaYmrJiR,https://twitter.com/CCPH_TX/status/972204913525690369/photo/1,photo,http://pbs.twimg.com/media/DX33NmYVAAAIf6z.jpg,https://t.co/UOgaYmrJiR,https://twitter.com/CCPH_TX/status/972204913525690369/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b8f3a7fd432ec1f1.json,San Benito,"San Benito, TX",city,United States,US,|,|,-97.684281|-97.575927|-97.575927|-97.684281|26.07277|26.07277|26.172319|26.172319,Texas
972194456257647000,2018-03-09T19:36:35Z,49121665,gypsyheartwill,Geraniums - lakeview - homebound #geranium #lakeview #stuckathomesick #flu #harderthanyouthink… https://t.co/K9kK0faq40,Instagram,,,,FALSE,FALSE,0,0,geranium|lakeview|stuckathomesick|flu|harderthanyouthink,,instagram.com/p/BgHUh_FF8wh/,https://t.co/K9kK0faq40,https://www.instagram.com/p/BgHUh_FF8wh/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/0196331f2ab777b0.json,Babson Park,"Babson Park, FL",city,United States,US,27.8343751|-81.52952474,-81.52952474|27.8343751,-81.543622|-81.520875|-81.520875|-81.543622|27.8210395|27.8210395|27.853979|27.853979,Florida
972128403544576000,2018-03-09T15:14:07Z,102581684,abbashu,Sharp decline in #flu as the epidemic fades out but levels are still above prior peaks. https://t.co/9DGFtZkC2W,Twitter for iPhone,962418422738031000,102581684,abbashu,FALSE,FALSE,1,1,flu,,,,,http://pbs.twimg.com/media/DX2xoEZVAAEX40-.jpg,https://t.co/9DGFtZkC2W,https://twitter.com/abbashu/status/972128403544576000/photo/1,photo,http://pbs.twimg.com/media/DX2xoEZVAAEX40-.jpg,https://t.co/9DGFtZkC2W,https://twitter.com/abbashu/status/972128403544576000/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/00c55f041e27dc51.json,Staten Island,"Staten Island, NY",city,United States,US,|,|,-74.255641|-74.052253|-74.052253|-74.255641|40.495865|40.495865|40.648887|40.648887,New York
