status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat,state
972988425379959000,2018-03-12T00:11:32Z,2336076325,JaedenLayne,Somebody get me out of this purgatory called “influenza”.,Twitter for iPhone,,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/6ffcf3b0b904bbcb.json,Kentucky,"Kentucky, USA",admin,United States,US,|,|,-89.57151|-81.964971|-81.964971|-89.57151|36.497129|36.497129|39.147359|39.147359,-85.7682405,37.822244,Kentucky
972857202221421000,2018-03-11T15:30:06Z,278848356,JayQuinn1993,"I’m speaking this afternoon in Harrisburg on the deadly 1918 Spanish influenza outbreak in #CentralPennsylvania. #HistMed 

https://t.co/fK503xoSCM",Twitter for iPhone,,,,FALSE,FALSE,3,1,CentralPennsylvania|HistMed,,wynninghistory.com/upcoming-proje…,https://t.co/fK503xoSCM,https://wynninghistory.com/upcoming-projects/flu-talk-2/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/ec3b8b62828d8f6a.json,Frederick,"Frederick, MD",city,United States,US,|,|,-77.476711|-77.359293|-77.359293|-77.476711|39.369128|39.369128|39.494945|39.494945,-77.418002,39.4320365,Maryland
972835447666815000,2018-03-11T14:03:39Z,138619586,DanTresOmi,Lmao #Apocalyse and influenza @TheM6P,Twitter for iPhone,,,,FALSE,FALSE,0,0,Apocalyse,,,,,,,,,,,,,61859222,TheM6P,en,,,,,https://api.twitter.com/1.1/geo/id/8d742fb555fbff21.json,Dayton,"Dayton, OH",city,United States,US,|,|,-84.307688|-84.093044|-84.093044|-84.307688|39.695193|39.695193|39.865523|39.865523,-84.200366,39.780358,Ohio
972625701126976000,2018-03-11T00:10:12Z,348152108,iheartyeezy_,My manager got diagnosed with influenza and now I’m so scared I have it frfr,Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/4fd63188b772fc62.json,Laredo,"Laredo, TX",city,United States,US,|,|,-99.5559825|-99.353369|-99.353369|-99.5559825|27.409181|27.409181|27.654973|27.654973,-99.45467575,27.532077,Texas
972579728518500000,2018-03-10T21:07:31Z,379897117,johndavidriley,@Ragnarly @aadrake Well I’m terrified of Trump induced influenza and nuclear war..,Twitter for iPhone,972199711259091000,2375800382,Ragnarly,FALSE,FALSE,0,0,,,,,,,,,,,,,,2375800382|17280969,Ragnarly|aadrake,en,,,,,https://api.twitter.com/1.1/geo/id/55b4f9e5c516e0b6.json,Orlando,"Orlando, FL",city,United States,US,|,|,-81.507905|-81.2276403|-81.2276403|-81.507905|28.3882177|28.3882177|28.615139|28.615139,-81.36777265,28.50167835,Florida
972510587480457000,2018-03-10T16:32:47Z,343564216,LairmoreDVMDean,So proud of our @PREDICTproject in helping in the worldwide effort to prevent H1N1 and other influenza strains  from becoming pandemics. @GlobalVirome @CUGHnews @UCDavisGlobal @ucdavisvetmed #influenza https://t.co/5YRK7MEepn,Twitter for iPhone,,,,TRUE,FALSE,7,5,influenza,,twitter.com/faoanimalhealt…,https://t.co/5YRK7MEepn,https://twitter.com/faoanimalhealth/status/972374056824639488,,,,,,,,,781600661079224320|784470155300483072|64795125|20015414|70744113,PREDICTproject|GlobalVirome|CUGHnews|UCDavisGlobal|ucdavisvetmed,en,972374056824640000,H1N1 pandemic influenza had a global economic cost of USD 40-55 billion between 2006-11 and cost thousands of lives and livelihoods. FAO and @USAID are trying to prevent the next pandemic: https://t.co/XTwm5ST6cX #animalhealth #AvianInfluenza #globalhealth #GHSA #EPT https://t.co/UpSHneMvR9,,,https://api.twitter.com/1.1/geo/id/1994142e26ba7127.json,Davis,"Davis, CA",city,United States,US,|,|,-121.803252|-121.675074|-121.675074|-121.803252|38.526843|38.526843|38.590264|38.590264,-121.739163,38.5585535,California
972475293268136000,2018-03-10T14:12:32Z,160311954,BeardedBuddhist,"@WadeJo8 Yes, But my wife came down with Influenza B, so we nixed the plans and cancelled reservations we had for the beach 😷",Twitter for Android,972468135239606000,344257003,WadeJo8,FALSE,FALSE,1,0,,,,,,,,,,,,,,344257003,WadeJo8,en,,,,,https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json,Pennsylvania,"Pennsylvania, USA",admin,United States,US,|,|,-80.519851|-74.689517|-74.689517|-80.519851|39.719801|39.719801|42.516072|42.516072,-77.604684,41.1179365,Pennsylvania
972321027140346000,2018-03-10T03:59:32Z,26079673,DarrellPLKS,"@Tawny_Kitaen Hi Miss Tawny! I understand you're recovering from influenza,that's nasty stuff. I hope you're taking care of yourself,no one wants to lose such a beautiful person as you!💖",Twitter Web Client,972316164511752000,154653968,Tawny_Kitaen,FALSE,FALSE,0,0,,,,,,,,,,,,,,154653968,Tawny_Kitaen,en,,,,,https://api.twitter.com/1.1/geo/id/4fcb8e32c69ad4ee.json,Waterloo,"Waterloo, IA",city,United States,US,|,|,-92.4370833|-92.2732403|-92.2732403|-92.4370833|42.421196|42.421196|42.570459|42.570459,-92.3551618,42.4958275,Iowa
972252580092007000,2018-03-09T23:27:33Z,528550535,DrStephenPont,Yeah! Finally we have big drops in flu and #influenza flu like illness (ILI) after a very busy season! @TexasDSHS @texmed @TXPeds @TXPHA #DSHSFluReport https://t.co/9lQ0dWUrNm https://t.co/a4IEcHpTnJ,Twitter for iPhone,,,,FALSE,FALSE,6,2,influenza|DSHSFluReport,,dshs.texas.gov/IDCU/disease/i…,https://t.co/9lQ0dWUrNm,https://www.dshs.texas.gov/IDCU/disease/influenza/surveillance/2017---2018-Texas-Influenza-Surveillance-Activity-Report.aspx,http://pbs.twimg.com/media/DX4ikVyVwAA1v8H.jpg,https://t.co/a4IEcHpTnJ,https://twitter.com/DrStephenPont/status/972252580092006400/photo/1,photo,http://pbs.twimg.com/media/DX4ikVyVwAA1v8H.jpg|http://pbs.twimg.com/media/DX4ikVDVwAANxRx.jpg,https://t.co/a4IEcHpTnJ|https://t.co/a4IEcHpTnJ,https://twitter.com/DrStephenPont/status/972252580092006400/photo/1|https://twitter.com/DrStephenPont/status/972252580092006400/photo/1,,68412042|12831902|2342698921|3561875906,TexasDSHS|texmed|TXPeds|TXPHA,en,,,,,https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json,Austin,"Austin, TX",city,United States,US,|,|,-97.928935|-97.5805133|-97.5805133|-97.928935|30.127892|30.127892|30.5187994|30.5187994,-97.75472415,30.3233457,Texas
972222361272398000,2018-03-09T21:27:28Z,154653968,Tawny_Kitaen,"Yep, it’s been an #Arie kind of week for me. The good news, I know my influenza is going to go away, which unfortunately can’t be said for this douche bag https://t.co/bhVvYCEdo4",Twitter for iPhone,,,,FALSE,FALSE,14,2,Arie,,,,,http://pbs.twimg.com/media/DX4HE6KVQAAlQP6.jpg,https://t.co/bhVvYCEdo4,https://twitter.com/Tawny_Kitaen/status/972222361272397824/photo/1,photo,http://pbs.twimg.com/media/DX4HE6KVQAAlQP6.jpg,https://t.co/bhVvYCEdo4,https://twitter.com/Tawny_Kitaen/status/972222361272397824/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/0ce4c27ce26030aa.json,Newport Beach,"Newport Beach, CA",city,United States,US,|,|,-117.9582193|-117.789845|-117.789845|-117.9582193|33.563618|33.563618|33.671658|33.671658,-117.87403215,33.617638,California
