status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat,state
975961721452941000,2018-03-20T05:06:21Z,2463908671,seagraves_hanna,"I have the worst head ache ever, I can feel my whole body throbbing :/",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/309e4f83032e9413.json,Discovery Bay,"Discovery Bay, CA",city,United States,US,|,|,-121.6414764|-121.586181|-121.586181|-121.6414764|37.889142|37.889142|37.932788|37.932788,-121.6138287,37.910965,California
975950070137983000,2018-03-20T04:20:03Z,2965483701,IIIJaneIII,"Depression sucks.
It makes my body ache.
It makes my heart tremble.
It makes my head throb.
It’s makes tears fall.
It makes me want to miss it all.
It makes me want stay inside and sleep all day and causes me to worry all night.
It makes question everything.
Depression F you. https://t.co/FeJZ774MbW",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DYtFaCcW4AA-sow.jpg,https://t.co/FeJZ774MbW,https://twitter.com/IIIJaneIII/status/975950070137982977/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DYtFaCcW4AA-sow.jpg,https://t.co/FeJZ774MbW,https://twitter.com/IIIJaneIII/status/975950070137982977/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json,Pennsylvania,"Pennsylvania, USA",admin,United States,US,|,|,-80.519851|-74.689517|-74.689517|-80.519851|39.719801|39.719801|42.516072|42.516072,-77.604684,41.1179365,Pennsylvania
975875056395018000,2018-03-19T23:21:58Z,632743024,AmandaIrian,I’m dying at school. I feel so sick 🤒 &amp; it’s freezing in my class making my body ache more than what it already is. 🙁,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Houston,"Houston, TX",city,United States,US,|,|,-95.823268|-95.069705|-95.069705|-95.823268|29.522325|29.522325|30.1546646|30.1546646,-95.4464865,29.8384948,Texas
975791868322529000,2018-03-19T17:51:25Z,37787649,aidan_elyse,"You know dairy isn’t meant for your body when you don’t drink it often but when you do you get a terrible stomach ache 🤢 hot damn, why do you do this to me chocolate milk!",Twitter for iPhone,,,,FALSE,FALSE,3,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/737fcb9daae404ac.json,Boise,"Boise, ID",city,United States,US,|,|,-116.374494|-116.101508|-116.101508|-116.374494|43.510172|43.510172|43.685894|43.685894,-116.238001,43.598033,Idaho
975580775612539000,2018-03-19T03:52:36Z,1023112369,FalloutFPS,"@Pandur___ It’s just bile, you’ll be good. Threw that up every 15 minutes a few days before Christmas for like 36 hours straight. Body ache for days",Twitter for iPhone,975544930771743000,1265613414,Pandur___,FALSE,FALSE,1,0,,,,,,,,,,,,,,1265613414,Pandur___,en,,,,,https://api.twitter.com/1.1/geo/id/dbd7fea9eedaecd0.json,Claremont,"Claremont, CA",city,United States,US,|,|,-117.7508068|-117.6815385|-117.6815385|-117.7508068|34.0794765|34.0794765|34.1585563|34.1585563,-117.71617265,34.1190164,California
975578695183323000,2018-03-19T03:44:20Z,27774021,SaintLaSalle,To my Almond Milk drinkers: does the product make your tummy ache? Does the product actually contain dairy?? Does my body have a learning disability????????????????,Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/d6539f049c4d05e8.json,Lowell,"Lowell, MA",city,United States,US,|,|,-71.382444|-71.271272|-71.271272|-71.382444|42.605989|42.605989|42.666507|42.666507,-71.326858,42.636248,Massachusetts
975540573871407000,2018-03-19T01:12:52Z,236184807,leiale_,Body is on ache mode like wtf 😖,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3995cc1483801d24.json,Pickerington,"Pickerington, OH",city,United States,US,|,|,-82.797752|-82.684335|-82.684335|-82.797752|39.841431|39.841431|39.939034|39.939034,-82.7410435,39.8902325,Ohio
975500146439066000,2018-03-18T22:32:13Z,387807960,RunnDattShitt,Whole body ache fr and i don’t know why don’t even wanna eat no more,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/33d5cf4dea5828c5.json,Beaumont,"Beaumont, TX",city,United States,US,|,|,-94.233379|-94.023888|-94.023888|-94.233379|29.9897153|29.9897153|30.184121|30.184121,-94.1286335,30.08691815,Texas
975368959083078000,2018-03-18T13:50:55Z,30460695,MissCB_Fab,Mixed emotions bc I’m happy my body is rejecting trash but sad bc of this heart burn and stomach ache oh my god,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json,Dallas,"Dallas, TX",city,United States,US,|,|,-96.977527|-96.54598|-96.54598|-96.977527|32.620678|32.620678|33.019039|33.019039,-96.7617535,32.8198585,Texas
975358464200503000,2018-03-18T13:09:13Z,10982332,carissav,"Exactly, @johnnydioso! It was actually a trick question because body ache means you're doing something you love. Headache means the job is not a right fit, heartache means you're dealing with things you don't like. Am actually feeling body ache right now but it's the best option. https://t.co/1VC7IpZbx6",Twitter for Android,,,,TRUE,FALSE,1,0,,,twitter.com/johnnydioso/st…,https://t.co/1VC7IpZbx6,https://twitter.com/johnnydioso/status/975204028278890496,,,,,,,,,874776121,johnnydioso,en,975204028278891000,@carissav Body ache: much harder to concentrate with the other two,,,https://api.twitter.com/1.1/geo/id/b046074b1030a44d.json,Jersey City,"Jersey City, NJ",city,United States,US,|,|,-74.107995|-74.0253309|-74.0253309|-74.107995|40.666879|40.666879|40.769124|40.769124,-74.06666295,40.7180015,New Jersey
