status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,state
976304126773543000,2018-03-21T03:46:57Z,3092590642,theashleyriley,"We’re all super sick right now 🤢 BUT let me show you how to make the best flu fighting soup!

https://t.co/7wLWFaFnoy

#flu #NationalNappingDay https://t.co/KXVNb6polQ",Twitter for iPhone,,,,FALSE,FALSE,0,0,flu|NationalNappingDay,,youtu.be/THhG-TDM-Eg,https://t.co/7wLWFaFnoy,https://youtu.be/THhG-TDM-Eg,http://pbs.twimg.com/media/DYyHbVVV4AEMKPg.jpg,https://t.co/KXVNb6polQ,https://twitter.com/theashleyriley/status/976304126773542914/photo/1,photo,http://pbs.twimg.com/media/DYyHbVVV4AEMKPg.jpg,https://t.co/KXVNb6polQ,https://twitter.com/theashleyriley/status/976304126773542914/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3ff03b9d1ce7c69f.json,Aloha,"Aloha, OR",city,United States,US,|,|,-122.9045126|-122.839114|-122.839114|-122.9045126|45.466363|45.466363|45.516305|45.516305,Oregon
975992963456209000,2018-03-20T07:10:30Z,29733577,DanitaBlackwood,"26 States + Puerto Rico continue to report widespread flu activity. @CDCFlu has answers on treating 
 #flu with antivirals 
https://t.co/nCXI7DKpKS 
#health #medical #AntiVirals #drugs https://t.co/37u8QRxOWw",Twitter for Android,,,,FALSE,FALSE,1,0,flu|health|medical|AntiVirals|drugs,,1.usa.gov/1dXjzOM,https://t.co/nCXI7DKpKS,http://1.usa.gov/1dXjzOM,http://pbs.twimg.com/media/DYtsamdUMAE9_i8.jpg,https://t.co/37u8QRxOWw,https://twitter.com/DanitaBlackwood/status/975992963456208897/photo/1,photo,http://pbs.twimg.com/media/DYtsamdUMAE9_i8.jpg,https://t.co/37u8QRxOWw,https://twitter.com/DanitaBlackwood/status/975992963456208897/photo/1,,16616061,CDCFlu,en,,,,,https://api.twitter.com/1.1/geo/id/0570f015c264cbd9.json,St Louis,"St Louis, MO",city,United States,US,|,|,-90.3205158|-90.175132|-90.175132|-90.3205158|38.5331934|38.5331934|38.774349|38.774349,Missouri
975913843745489000,2018-03-20T01:56:06Z,833083498181362000,Iamfrostfanatik,I hope you with the #flu get well soon,Twitter for Android,,,,FALSE,FALSE,0,0,flu,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/76c1bb41d3de7ff1.json,Huntsville,"Huntsville, AL",city,United States,US,|,|,-86.7858813|-86.4369414|-86.4369414|-86.7858813|34.5784264|34.5784264|34.833627|34.833627,Alabama
975832898728268000,2018-03-19T20:34:27Z,967402844,JordanSmith4477,"Nothing like telling a teenage girl that feels like death a. That she has the #flu , but also b. She can’t go on her class trip because of it either.... #dreamcrusher",Twitter for iPhone,,,,FALSE,FALSE,2,0,flu|dreamcrusher,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/a47c7932f8997705.json,Mentor,"Mentor, OH",city,United States,US,|,|,-81.391672|-81.288901|-81.288901|-81.391672|41.640241|41.640241|41.75771|41.75771,Ohio
975793474078360000,2018-03-19T17:57:48Z,727872099403076000,our_haven,New #shows coming from #OuterHavenMedia after the plague of the #Ohio #flu #season… https://t.co/L4YIyJSGJ7,Instagram,,,,FALSE,FALSE,0,0,shows|OuterHavenMedia|Ohio|flu|season,,instagram.com/p/Bgg4ILwlCiK/,https://t.co/L4YIyJSGJ7,https://www.instagram.com/p/Bgg4ILwlCiK/,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/294c6bf87c57eb22.json,Ravenna,"Ravenna, OH",city,United States,US,41.15892|-81.26043,-81.26043|41.15892,-81.300183|-81.192505|-81.192505|-81.300183|41.093513|41.093513|41.191153|41.191153,Ohio
975652339464876000,2018-03-19T08:36:59Z,15820219,rc213,"Guys I'm alive, I think. Not sure but I might be hallucinating from mixing every cough syrup in my house into 1 amazeballs cocktail. 3rd day of fever, sweats, chills, body aches and chest congestion. #sendhelp #flu https://t.co/DONXiCeVpT",Twitter for Android,,,,FALSE,FALSE,0,0,sendhelp|flu,,,,,http://pbs.twimg.com/tweet_video_thumb/DYo2oM9VwAASljM.jpg,https://t.co/DONXiCeVpT,https://twitter.com/rc213/status/975652339464876032/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DYo2oM9VwAASljM.jpg,https://t.co/DONXiCeVpT,https://twitter.com/rc213/status/975652339464876032/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,Los Angeles,"Los Angeles, CA",city,United States,US,|,|,-118.668404|-118.155409|-118.155409|-118.668404|33.704538|33.704538|34.337041|34.337041,California
975480076988011000,2018-03-18T21:12:28Z,18534045,PaganPagesorg,The Sober Pagan - The One Thing That Keeps Me Sober https://t.co/Py7f4Dhk8R  #paganpagesorg #witchcraft #sobriety #paganism #winter #depression #drinking #drugs #rehab #wagon #ill #sick #badwinter #AA #meetings #flu #hardships #article #blog https://t.co/PMDwL1vxPp,Twitter Web Client,,,,FALSE,FALSE,3,0,paganpagesorg|witchcraft|sobriety|paganism|winter|depression|drinking|drugs|rehab|wagon|ill|sick|badwinter|AA|meetings|flu|hardships|article|blog,,paganpages.org/content/2018/0…,https://t.co/Py7f4Dhk8R,http://paganpages.org/content/2018/03/the-sober-pagan-4/,http://pbs.twimg.com/media/DYmZeGFUQAEDBU7.jpg,https://t.co/PMDwL1vxPp,https://twitter.com/PaganPagesorg/status/975480076988010496/photo/1,photo,http://pbs.twimg.com/media/DYmZeGFUQAEDBU7.jpg,https://t.co/PMDwL1vxPp,https://twitter.com/PaganPagesorg/status/975480076988010496/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/b473d3b0c8ee5cf5.json,Willow Grove,"Willow Grove, PA",city,United States,US,|,|,-75.143114|-75.091487|-75.091487|-75.143114|40.129922|40.129922|40.171482|40.171482,Pennsylvania
975417630331990000,2018-03-18T17:04:20Z,221313234,phoenixfire2010,#video #article  2018 #flu from experience https://t.co/AygSfPbutY,Twitter for Android,,,,FALSE,FALSE,0,0,video|article|flu,,surrealvalecity.com/2018-flu-from-…,https://t.co/AygSfPbutY,http://www.surrealvalecity.com/2018-flu-from-experience.html,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/cfcf6b96b61e7b11.json,Allentown,"Allentown, PA",city,United States,US,|,|,-75.548035|-75.4198359|-75.4198359|-75.548035|40.547616|40.547616|40.636034|40.636034,Pennsylvania
975393215418454000,2018-03-18T15:27:19Z,50887454,shoppergirl1432,Looks like at least 3 days of Netflix and Gatorade for me. #flu,Twitter for iPhone,,,,FALSE,FALSE,1,0,flu,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,|,|,-74.026675|-73.910408|-73.910408|-74.026675|40.683935|40.683935|40.877483|40.877483,New York
975145398967906000,2018-03-17T23:02:35Z,3975993345,iamwaynegilbert,Resting at home #sick #flu #sunset #bingewatching #svu #resting #mobilephotography https://t.co/3nC5qVufNC,Twitter for Android,,,,FALSE,FALSE,1,0,sick|flu|sunset|bingewatching|svu|resting|mobilephotography,,,,,http://pbs.twimg.com/media/DYhpjjqU0AEcDev.jpg,https://t.co/3nC5qVufNC,https://twitter.com/iamwaynegilbert/status/975145398967906304/photo/1,photo,http://pbs.twimg.com/media/DYhpjjqU0AEcDev.jpg,https://t.co/3nC5qVufNC,https://twitter.com/iamwaynegilbert/status/975145398967906304/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json,Brooklyn,"Brooklyn, NY",city,United States,US,|,|,-74.041878|-73.855673|-73.855673|-74.041878|40.570842|40.570842|40.739434|40.739434,New York
