status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
973028511878406146,2018-03-12T02:50:49Z,469900732,caseylynnrdh,"I don’t know what’s worse, the body aches from the flu or being nauseous from the tamiflu. #Flu2018 #isthisyearoveryet @nschmidt17",Twitter for iPhone,,,,FALSE,FALSE,0,0,Flu2018|isthisyearoveryet,,,,,,,,,,,,,469501786,nschmidt17,en,,,,,,,,,,,|,|,|||||||,,
973001719750721537,2018-03-12T01:04:22Z,69749732,sly0071,"@dmk1207 I had a feeling, so sorry. Did you get Tamiflu? Keep hydrated!",Twitter Web Client,972922859067789314,57205546,dmk1207,FALSE,FALSE,0,0,,,,,,,,,,,,,,57205546,dmk1207,en,,,,,,,,,,,|,|,|||||||,,
973001412761346053,2018-03-12T01:03:08Z,602993818,MsSarahPaulson,@ReobeZendt Im on the tamiflu! Not sure it helped me much,Twitter for iPhone,972996829985103873,393711932,ReobeZendt,FALSE,FALSE,6,0,,,,,,,,,,,,,,393711932,ReobeZendt,en,,,,,,,,,,,|,|,|||||||,,
972950862535561218,2018-03-11T21:42:16Z,755594060077858816,DeniseByrnes23,@seamus_rex @TomiLahren Hahaha! Yet where does Tamiflu live??? 🤔🤔,Twitter for iPhone,972942994075734017,1020087540,seamus_rex,FALSE,FALSE,1,0,,,,,,,,,,,,,,1020087540|468646961,seamus_rex|TomiLahren,en,,,,,,,,,,,|,|,|||||||,,
972938072961798149,2018-03-11T20:51:27Z,904894817955717120,Jmkilingnyc,"@AvaSkovdottir Do you have black elderberry extract? It an natural antiviral. I’m worried the biologics let in that deadly flu going around. I believe you’re sick, I’m so sorry. You might need a Z pack but the tamiflu is a mentally hard drug to take. I wish I could help you more.",Twitter Lite,972931017328791552,867432317085773825,AvaSkovdottir,FALSE,FALSE,1,0,,,,,,,,,,,,,,867432317085773825,AvaSkovdottir,en,,,,,,,,,,,|,|,|||||||,,
972921786470866944,2018-03-11T19:46:44Z,2529394243,wyominghippie1,"@bangishotyou good luck. i heard on the radio this morning it's so fucking rough that people can't even keep the tamiflu down. i hope it isn't that, man.",Twitter Web Client,972912799360999426,1096048885,bangishotyou,FALSE,FALSE,1,0,,,,,,,,,,,,,,1096048885,bangishotyou,en,,,,,,,,,,,|,|,|||||||,,
972907966780157952,2018-03-11T18:51:49Z,41488183,AlexaOssipoff,"Day 4 of the flu.. I’m taking every single remedy possible— Tamiflu, DayQuil, NyQuil, emergency, Tylenol, drinking water, ginger tea, Apple lemon ginger cayenne from @PressedJuicery &amp; kombucha.. what am I missing? Pray for me",Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,170377024,PressedJuicery,en,,,,,,,,,,,|,|,|||||||,,
972901175249977345,2018-03-11T18:24:50Z,25635468,hollylaurenbihm,"@SWIFTSODOPE If you type ""tamiflu side effects"" in google click on the news and you'll see the articles and news",Twitter for Android,972900910622896128,569320789,SWIFTSODOPE,FALSE,FALSE,0,0,,,,,,,,,,,,,,569320789,SWIFTSODOPE,en,,,,,,,,,,,|,|,|||||||,,
972899537856618497,2018-03-11T18:18:20Z,25635468,hollylaurenbihm,@SWIFTSODOPE Be careful with the side effects on tamiflu please! 😭,Twitter for Android,972898241023901696,569320789,SWIFTSODOPE,FALSE,FALSE,1,0,,,,,,,,,,,,,,569320789,SWIFTSODOPE,en,,,,,,,,,,,|,|,|||||||,,
972898241023901696,2018-03-11T18:13:10Z,569320789,SWIFTSODOPE,i am an official carrier of the flu. got the meds cause i have shitty little lungs. next few days ill be in bed puking thx to tamiflu.,Twitter for iPhone,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/3f871475c095f94f.json,Westminster,"Westminster, CO",city,United States,US,|,|,-105.148925|-104.987771|-104.987771|-105.148925|39.819133|39.819133|39.97944|39.97944,-105.068348,39.8992865
