status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
976332578260107264,2018-03-21T05:40:00Z,14270592,domeger,"Three hot topics from my DevSevOps talk focused around design, planning, and documentation. Always plan as a Team and over communicate to help reduce alert fatigue and make more data-driven decisions.  #Splunk #DevSecOps #XMatters",Twitter for iPhone,,,,FALSE,FALSE,0,0,Splunk|DevSecOps|XMatters,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976332282444173313,2018-03-21T05:38:50Z,39625522,travelinwitch,"Major Solar Storms causing Anxiety, Fatigue &amp; Powerful Energy Shifts: March 16th-26th. https://t.co/YO5tSECIH3",Facebook,,,,FALSE,FALSE,0,0,,,elephantjournal.com/2018/03/major-…,https://t.co/YO5tSECIH3,https://www.elephantjournal.com/2018/03/major-solar-storms-causing-anxiety-fatigue-powerful-energy-shifts-march-16th-26th/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976332050272632832,2018-03-21T05:37:54Z,863445436169715712,brachymom,"@SoSofieFatale I'm about to faint from fatigue, so I'll just add one here before I hit the sheets, and hopefully people will chime in:  Conor Lamb.",Twitter Web Client,976331493059346432,18842500,SoSofieFatale,FALSE,FALSE,0,0,,,,,,,,,,,,,,18842500,SoSofieFatale,en,,,,,,,,,,,|,|,|||||||,,
976328246047502337,2018-03-21T05:22:47Z,240814278,AbstractMonkey9,@ENBrown Deeper question: is scandal fatigue a deliberate strategy to numb the populous to the depraved behavior of those in charge?,Twitter for Android,976327403453607936,240814278,AbstractMonkey9,FALSE,FALSE,0,0,,,,,,,,,,,,,,3264081,ENBrown,en,,,,,,,,,,,|,|,|||||||,,
976328185913647105,2018-03-21T05:22:33Z,703497696,SystemsMed,"Bupleurum Root for Flu, Depression, and Fatigue https://t.co/FOibacW4vz",dlvr.it,,,,FALSE,FALSE,0,0,,,dlvr.it/QLprr8,https://t.co/FOibacW4vz,http://dlvr.it/QLprr8,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976327403453607936,2018-03-21T05:19:26Z,240814278,AbstractMonkey9,"@ENBrown Scandal fatigue is a thing. With new ones being unearthed faster than I can keep up with, I long for the days when Obama's tan suit was one of the worst things we had to worry about. https://t.co/UH0bEUHoVy",Twitter for Android,975863476362141696,3264081,ENBrown,FALSE,FALSE,0,0,,,youtu.be/7kNSNPwuSjQ,https://t.co/UH0bEUHoVy,https://youtu.be/7kNSNPwuSjQ,,,,,,,,,3264081,ENBrown,en,,,,,,,,,,,|,|,|||||||,,
976326904608411648,2018-03-21T05:17:27Z,3056340252,Endometriosis11,"Other symptoms include diarrhea or constipation, chronic fatigue, nausea and vomiting, headaches.",OrthopApp,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976325972088754176,2018-03-21T05:13:45Z,202504271,kevinpuch777,"Thing that scares me most about the sixers is they don’t have more than a day off the rest of the year, hopefully fatigue doesn’t set in for these players that never played this long before.",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json,Philadelphia,"Philadelphia, PA",city,United States,US,|,|,-75.280284|-74.955712|-74.955712|-75.280284|39.871811|39.871811|40.13792|40.13792,-75.117998,40.0048655
976325489550905344,2018-03-21T05:11:50Z,123534422,ekimasawagaru,"The agnomen Craftsman strength not name feature painting of high-velocity racing prize Direction Solitary or NASCAR, nevertheless the corporation surely grasp what it’s doing when it or literary draw nigh to a high-reaching-execution way exhaust.
Only if fatigue r...",Jackie Jones,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976325336173563904,2018-03-21T05:11:14Z,904717728833044480,CombatCFS,"#CFS is also known as myalgic encephalomyelitis, post-viral fatigue syndrome, and chronic fatigue immune dysfunction syndrome.",EkatoPlugin,,,,FALSE,FALSE,0,0,CFS,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976324703345434625,2018-03-21T05:08:43Z,382932143,CFSHealthCentre,"Chronic Fatigue Syndrome, ME, Fibromyalgia: the 2 types of crashes.: https://t.co/TFZw6YDKvP via @YouTube",Google,,,,FALSE,FALSE,0,0,,,youtu.be/sf69p6R8Klg?a,https://t.co/TFZw6YDKvP,http://youtu.be/sf69p6R8Klg?a,,,,,,,,,10228272,YouTube,en,,,,,,,,,,,|,|,|||||||,,
976324278361747456,2018-03-21T05:07:01Z,745261084605550592,healthy_wrld,We Just Discovered a Crucial Hormonal Link to Chronic Fatigue Syndrome https://t.co/I67Luzhnjm https://t.co/aTuchWMpPY,DestroyTwitter,,,,FALSE,FALSE,0,0,,,goo.gl/pxC4M9,https://t.co/I67Luzhnjm,https://goo.gl/pxC4M9,http://pbs.twimg.com/media/DYyZwbkWAAEsOR9.jpg,https://t.co/aTuchWMpPY,https://twitter.com/healthy_wrld/status/976324278361747456/photo/1,photo,http://pbs.twimg.com/media/DYyZwbkWAAEsOR9.jpg,https://t.co/aTuchWMpPY,https://twitter.com/healthy_wrld/status/976324278361747456/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976324194429472768,2018-03-21T05:06:41Z,928934761,HealthyWrld,We Just Discovered a Crucial Hormonal Link to Chronic Fatigue Syndrome https://t.co/bdGf2mmtas https://t.co/V3ZXrjXTx2,detikcom for Blackberry,,,,FALSE,FALSE,1,1,,,goo.gl/pn4Fsk,https://t.co/bdGf2mmtas,https://goo.gl/pn4Fsk,http://pbs.twimg.com/media/DYyZrfxXcAAkOum.jpg,https://t.co/V3ZXrjXTx2,https://twitter.com/HealthyWrld/status/976324194429472768/photo/1,photo,http://pbs.twimg.com/media/DYyZrfxXcAAkOum.jpg,https://t.co/V3ZXrjXTx2,https://twitter.com/HealthyWrld/status/976324194429472768/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976323784356462592,2018-03-21T05:05:04Z,25766462,rucker_pie,@_terroirism_ @CiaoSamin @kittenwithawhip You guys! I’m scared. I think people have crowdfunding fatigue.,Twitter for iPhone,976317724170309632,14392244,_terroirism_,FALSE,FALSE,0,0,,,,,,,,,,,,,,14392244|25613925|15682352,_terroirism_|CiaoSamin|kittenwithawhip,en,,,,,,,,,,,|,|,|||||||,,
976323161246523393,2018-03-21T05:02:35Z,191092262,pairsonnalitesN,"EDT | HIV —   Menopause Contributes to a Greater Impact From Fatigue and Muscle Aches in Women Living With ... https://t.co/xmR1cU5Uwu",dlvr.it,,,,FALSE,FALSE,0,0,,,dlvr.it/QLpnL9,https://t.co/xmR1cU5Uwu,http://dlvr.it/QLpnL9,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/36775d842cbec509.json,Montréal,"Montréal, Québec",city,Canada,CA,45.50785066|-73.63053181,-73.63053181|45.50785066,-73.972965|-73.473085|-73.473085|-73.972965|45.410095|45.410095|45.705566|45.705566,-73.723025,45.5578305
976323062059577344,2018-03-21T05:02:11Z,208056970,PairsonnalitesU,"EDT | HIV —   Menopause Contributes to a Greater Impact From Fatigue and Muscle Aches in Women Living With ... - In a recent study, researchers at Columbia University School of Nursing found that post-menopausal women, an expanding demographic among… https://t.co/eJfAIfulpV",dlvr.it,,,,FALSE,FALSE,0,0,,,dlvr.it/QLpnCm,https://t.co/eJfAIfulpV,http://dlvr.it/QLpnCm,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/36775d842cbec509.json,Montréal,"Montréal, Québec",city,Canada,CA,45.50785066|-73.63053181,-73.63053181|45.50785066,-73.972965|-73.473085|-73.473085|-73.972965|45.410095|45.410095|45.705566|45.705566,-73.723025,45.5578305
976322786623967232,2018-03-21T05:01:06Z,796466038846013440,AmcoWill,"The Orthomaster® Plus is a comfortable anti-fatigue mat that is suited to a wide range of applications, including food processing, laboratories, nursing homes, and more. The mats can be tailored to your industry requirements. 

For enquiries, call 1800 888 598. https://t.co/T3vD9AnHu0",HeyOrca,,,,FALSE,FALSE,0,0,,,,,,http://pbs.twimg.com/media/DYyYZhKW0AAkzuJ.png,https://t.co/T3vD9AnHu0,https://twitter.com/AmcoWill/status/976322786623967232/photo/1,photo,http://pbs.twimg.com/media/DYyYZhKW0AAkzuJ.png,https://t.co/T3vD9AnHu0,https://twitter.com/AmcoWill/status/976322786623967232/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976322514623266816,2018-03-21T05:00:01Z,16425419,ksatnews,"One in ten women will have endometriosis during her reproductive years. It’s a condition that happens when tissue grows outside of a woman’s uterus causing pain, fatigue, and sometimes infertility.  https://t.co/h0kkryemq2",SocialNewsDesk,,,,FALSE,FALSE,0,2,,,ksat.com/health/prevent…,https://t.co/h0kkryemq2,https://www.ksat.com/health/preventing-endometriosis?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=ksat12,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976321386053431297,2018-03-21T04:55:32Z,26644469,Mommas5boys,"I’d like to introduce you to Amare...a company that works with anxiety, depression, stress ADD, ADHD irritable bowel syndrome, heartburn, &amp; mental fatigue. Your brain &amp; your gut need to work together. Amare helps get the two in sync with each other. 
https://t.co/P6d3QKdcDx",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,myamareglobal.com/15085,https://t.co/P6d3QKdcDx,https://myamareglobal.com/15085,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976320417336995840,2018-03-21T04:51:41Z,4858968249,Kevincrowell7,@JohnMiddlekauff Dantoni needs to make sure to limit his minutes effectively. He looks fatigued in playoffs these last few years.,Twitter for iPhone,976320033126154241,114670121,JohnMiddlekauff,FALSE,FALSE,0,0,,,,,,,,,,,,,,114670121,JohnMiddlekauff,en,,,,,,,,,,,|,|,|||||||,,
976319935654846464,2018-03-21T04:49:46Z,268441365,MacKidDDenver,You don’t have to let Daylight Saving Time wreak havoc on your sleep health. Even adjusting your sleep schedule by 1 hour can cause fatigue and impact your health. Using @natrol Melatonin can help #GetYourHourBack #ad - https://t.co/98d9BOYtmR https://t.co/Vni55IF1Mh,SocialToaster,,,,FALSE,FALSE,0,0,GetYourHourBack|ad,,sot.ag/7rFkY,https://t.co/98d9BOYtmR,http://sot.ag/7rFkY,http://pbs.twimg.com/media/DYyVznmWAAAsUZR.jpg,https://t.co/Vni55IF1Mh,https://twitter.com/MacKidDDenver/status/976319935654846464/photo/1,photo,http://pbs.twimg.com/media/DYyVznmWAAAsUZR.jpg,https://t.co/Vni55IF1Mh,https://twitter.com/MacKidDDenver/status/976319935654846464/photo/1,,26557369,natrol,en,,,,,,,,,,,|,|,|||||||,,
976319252809601024,2018-03-21T04:47:03Z,32802352,IonzMedia,Hmmmm. Interesting https://t.co/A1tRDwoSjT,Facebook,,,,FALSE,FALSE,0,0,,,elephantjournal.com/2018/03/major-…,https://t.co/A1tRDwoSjT,https://www.elephantjournal.com/2018/03/major-solar-storms-causing-anxiety-fatigue-powerful-energy-shifts-march-16th-26th/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976315179846729728,2018-03-21T04:30:52Z,30739908,FengShuiHeart,Happy Spring Equinox https://t.co/TOQVmlPZSN,Facebook,,,,FALSE,FALSE,0,0,,,elephantjournal.com/2018/03/major-…,https://t.co/TOQVmlPZSN,https://www.elephantjournal.com/2018/03/major-solar-storms-causing-anxiety-fatigue-powerful-energy-shifts-march-16th-26th/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976314585161523200,2018-03-21T04:28:30Z,711412364,JayCab818,"Im a product of Rejection, Sleepless nights, Fatigue, Struggles, Pain, Insecurity, and Perseverance. Everyone told me I dream too big.",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
