status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
965951341653872642,2018-02-20T14:08:41Z,1703705407,ginacubillosmsw,RT @BoironUSA: Bryonia relieves high #fever with body aches improved by staying immobile. https://t.co/mmKUkmhZwZ https://t.co/dIbCseyTmr,Twitter for iPhone,,,,FALSE,TRUE,0,1,fever,,bit.ly/2n9iWP6,https://t.co/mmKUkmhZwZ,http://bit.ly/2n9iWP6,http://pbs.twimg.com/media/DWbZr4EVoAAAcw8.jpg,https://t.co/dIbCseyTmr,https://twitter.com/BoironUSA/status/965698520920489984/photo/1,photo,http://pbs.twimg.com/media/DWbZr4EVoAAAcw8.jpg,https://t.co/dIbCseyTmr,https://twitter.com/BoironUSA/status/965698520920489984/photo/1,,43492105,BoironUSA,en,,,965698520920489984,Bryonia relieves high #fever with body aches improved by staying immobile. https://t.co/mmKUkmhZwZ https://t.co/dIbCseyTmr,,,,,,,|,|,|||||||
965939494145937408,2018-02-20T13:21:36Z,28363465,_thatsajoke,Body aches soo much .. idk how I️m going to make I️t past 6 pm,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965936254461337600,2018-02-20T13:08:43Z,619314931,leach_abby,My whole body aches sooooo bad 😩,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965935876705607680,2018-02-20T13:07:13Z,830057562,kelseyretherton,RT @hbhodges10: My body aches more often than not to only be 20.,Twitter for iPhone,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,936450494217752576,hbhodges10,en,,,965802120824983552,My body aches more often than not to only be 20.,,,,,,,|,|,|||||||
965931541598752768,2018-02-20T12:50:00Z,369294913,kpsithlady,i thought i was going to kick ass at 9rounds. turns out it’s kicking mine and my whole body aches (in a good way),Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965922883020222466,2018-02-20T12:15:35Z,2967145829,xo_lexireyna,"Slept for shit, my body literally aches so bad everywhereeeee. Why do I still have to work 😭",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965916933475446784,2018-02-20T11:51:57Z,63736800,beccranford,Waking up with a sore throat and body aches isn’t fun. Going back to bed is.,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965914662045921280,2018-02-20T11:42:55Z,914541763221704704,atlantasmashers,@willhelmhesse my entire body aches but the good news is my first class today is 1:30pm,Twitter Web Client,965914376329838592,2236911852,willhelmhesse,FALSE,FALSE,1,0,,,,,,,,,,,,,,2236911852,willhelmhesse,en,,,,,,,,,,,|,|,|||||||
965913764330655745,2018-02-20T11:39:21Z,1426652545,CMPoseno,Was nauseated all day yesterday. Figured it was nerves woke up this morning with body aches and a fever... how lovely.,Facebook,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965906314944753664,2018-02-20T11:09:45Z,137328770,DrBenWulfsohn,RT @ArnicareUSA: Arnicare relieves #aches &amp; #pain while assisting your body’s healing process. More at https://t.co/bZmexGgzXY. https://t.c…,Twitter for iPad,,,,FALSE,TRUE,0,7,aches|pain,,arnicare.com,https://t.co/bZmexGgzXY,http://www.arnicare.com,,,,,,,,,26522739,ArnicareUSA,en,,,965667567519092736,Arnicare relieves #aches &amp; #pain while assisting your body’s healing process. More at https://t.co/bZmexGgzXY. https://t.co/YxThK4Tr3h,,,,,,,|,|,|||||||
965892649139015680,2018-02-20T10:15:27Z,750058543,ktzelRN,"How Long Are You Contagious With The Flu? https://t.co/bcnlzfzYFo

Please keep children home from school if they have temperature &gt; 100 degrees, persistent cough , severe headache/body aches or vomiting / diarrhea.
Adults put kids and colleagues at risk by going to work sick.#flu",Twitter for iPad,,,,FALSE,FALSE,0,0,flu,,n.pr/2G7mRmS,https://t.co/bcnlzfzYFo,https://n.pr/2G7mRmS,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
