status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
966177099013869569,2018-02-21T05:05:45Z,41497389,JBoYeE,"My head aches 
My heart aches",Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/4de231505cdae11f.json,Hilton Head Island,"Hilton Head Island, SC",city,United States,US,|,|,-80.828921|-80.668573|-80.668573|-80.828921|32.10853|32.10853|32.271075|32.271075
966152164656799744,2018-02-21T03:26:40Z,328266182,Sarah_Smithh,sitting here tonight cryin to my mom about my heart aches and she just nods her head and gets me another beer lmfaoooo,Twitter for iPhone,,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966135725258395649,2018-02-21T02:21:21Z,151275426,m3ntalr3ck,Looking for fast relief for sinus headaches &amp; body aches? Look no further! Reach for relief with BC® Powders. #BCpowder #BCSinus #promo  - https://t.co/PHapvShsT7 https://t.co/15ya4juIGZ,SocialToaster,,,,FALSE,FALSE,0,0,BCpowder|BCSinus|promo,,sot.ag/7m80H,https://t.co/PHapvShsT7,http://sot.ag/7m80H,http://pbs.twimg.com/media/DWhnUmCX4AAh4ws.jpg,https://t.co/15ya4juIGZ,https://twitter.com/m3ntalr3ck/status/966135725258395649/photo/1,photo,http://pbs.twimg.com/media/DWhnUmCX4AAh4ws.jpg,https://t.co/15ya4juIGZ,https://twitter.com/m3ntalr3ck/status/966135725258395649/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
966127426936950784,2018-02-21T01:48:23Z,954911410898731008,CarolynShook9,(only people who have been on acutaine will understand but) these fucking pills are going to be the death of me. Everyday it’s bone aches and headaches and chapped lips and dizziness and omg I can’t wait to be off these.,Twitter for iPad,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966119503183695872,2018-02-21T01:16:53Z,2419595293,shxckuh,RT @MLG: Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's hea…,Twitter for iPhone,,,,FALSE,TRUE,0,51,,,,,,,,,,,,,,15853668|211743260|61933836|258677858|14229141|1563990918,MLG|ACHES|OpTicGaming|Parasite|compLexityLive|TeamKaliber,en,,,965714850130333696,"Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's head? @CouRageJD ask's &amp; @Benson_EU fights it out with @Maven on this episode of Trading Shots Presented by @ASTROGaming!

📺➡https://t.co/Wkj2xKysI9 https://t.co/QqpTz9rV7F",,,,,,,|,|,|||||||
966108025172852736,2018-02-21T00:31:17Z,21468334,ilovealexis,"day 3 with no alcohol. i'm down 3lbs, but that's probably because the bloating and tummy aches are gone. headaches and sugar cravings are crazy right now though. #CircaSober https://t.co/cliFURzuqz",Twitter Lite,,,,FALSE,FALSE,0,0,CircaSober,,,,,http://pbs.twimg.com/tweet_video_thumb/DWhOH9jVAAACKal.jpg,https://t.co/cliFURzuqz,https://twitter.com/ilovealexis/status/966108025172852736/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DWhOH9jVAAACKal.jpg,https://t.co/cliFURzuqz,https://twitter.com/ilovealexis/status/966108025172852736/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
966107877592195075,2018-02-21T00:30:42Z,2718801776,Daire301,I think I have some weird virus because I've been getting head-aches on and off all week and I've been exhausted.,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966103200037142528,2018-02-21T00:12:06Z,612206992,YnesEstrada_,Why do I gotta get head aches fuckkkkkk,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966079054301597697,2018-02-20T22:36:10Z,906692342161317889,seandolliff,i hate head aches,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/bbd7331f334b0e04.json,Western Springs,"Western Springs, IL",city,United States,US,|,|,-87.9182802|-87.888206|-87.888206|-87.9182802|41.774916|41.774916|41.833886|41.833886
966070688049119232,2018-02-20T22:02:55Z,348157463,stoneyycee9,My body aches and my head hurts. 😩,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966057399743340556,2018-02-20T21:10:07Z,102290531,BreadlilButter,"I hate when Mother Nature wants me to join forces with her ... headaches , back aches , knee pains ... bloat, and cramps .... just let me be great bruh .",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
966050161402286083,2018-02-20T20:41:21Z,955131194353573889,MiguelQ24810993,RT @MLG: Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's hea…,Twitter for iPhone,,,,FALSE,TRUE,0,51,,,,,,,,,,,,,,15853668|211743260|61933836|258677858|14229141|1563990918,MLG|ACHES|OpTicGaming|Parasite|compLexityLive|TeamKaliber,en,,,965714850130333696,"Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's head? @CouRageJD ask's &amp; @Benson_EU fights it out with @Maven on this episode of Trading Shots Presented by @ASTROGaming!

📺➡https://t.co/Wkj2xKysI9 https://t.co/QqpTz9rV7F",,,,,,,|,|,|||||||
966046627499671552,2018-02-20T20:27:18Z,3008527573,elizabethreadsa,"@Megg_Ellis See also- ""cramps"" for period pain. My back aches, my breasts ache, my head aches, I'm nauseous, have messed up bowels, and yes, have INTENSE pain in my abdomen but I guess it's just ""cramps"".",Twitter Web Client,965915390282027009,77812955,Megg_Ellis,FALSE,FALSE,0,0,,,,,,,,,,,,,,77812955,Megg_Ellis,en,,,,,,,,,,,|,|,|||||||
966038641574326276,2018-02-20T19:55:34Z,4869643084,chelsyoumans,Caffeine withdrawal head aches r no joke... someone bring me a Carmel macchiato asap🤦🏼‍♀️,Twitter for iPhone,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/94965b2c45386f87.json,New York,"New York, USA",admin,United States,US,|,|,-79.76259|-71.777492|-71.777492|-79.76259|40.477383|40.477383|45.015851|45.015851
966030599982116864,2018-02-20T19:23:37Z,242489457,rickhfox,@Zenrotto You aren’t kidding. My wife thought it was psychosomatic when we first got married and experimented on me by cooking stuff with pork fat without telling me. Only took a few horrible stomach aches and toilet massacres for her to decide it wasn’t in my head and stop poisoning me.,Twitter for iPhone,966030088264388609,761004645745618944,Zenrotto,FALSE,FALSE,0,0,,,,,,,,,,,,,,761004645745618944,Zenrotto,en,,,,,,,,,,,|,|,|||||||
966012118469431296,2018-02-20T18:10:11Z,4884265399,trinityorthosa,"From head to toe, our #doctors specialize in treating your #orthopedic aches and #pains. From #Boerne to #Bulverde and #StoneOak, we have an office that is convenient for you, so you can get back to living your pain-free life.  Schedule your appointment:
 https://t.co/IFfHFoRRvs https://t.co/mGrwmkQWoe",Hootsuite,,,,FALSE,FALSE,0,0,doctors|orthopedic|pains|Boerne|Bulverde|StoneOak,,ow.ly/oSLZ30iuqao,https://t.co/IFfHFoRRvs,http://ow.ly/oSLZ30iuqao,http://pbs.twimg.com/media/DWf25qwWkAIWCmk.jpg,https://t.co/mGrwmkQWoe,https://twitter.com/trinityorthosa/status/966012118469431296/photo/1,photo,http://pbs.twimg.com/media/DWf25qwWkAIWCmk.jpg,https://t.co/mGrwmkQWoe,https://twitter.com/trinityorthosa/status/966012118469431296/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
965998369800847362,2018-02-20T17:15:33Z,95278461,eoreality,RT @MLG: Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's hea…,Twitter for Android,,,,FALSE,TRUE,0,51,,,,,,,,,,,,,,15853668|211743260|61933836|258677858|14229141|1563990918,MLG|ACHES|OpTicGaming|Parasite|compLexityLive|TeamKaliber,en,,,965714850130333696,"Would @ACHES lose if he was on @OpTicGaming? Is @Parasite the real issue with @compLexityLive? Has fame gone to @TeamKaliber's head? @CouRageJD ask's &amp; @Benson_EU fights it out with @Maven on this episode of Trading Shots Presented by @ASTROGaming!

📺➡https://t.co/Wkj2xKysI9 https://t.co/QqpTz9rV7F",,,,,,,|,|,|||||||
