status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
973024860036190208,2018-03-12T02:36:19Z,2556207659,deformedtoee_,@naomivmocz @Jorge 😂😂😂😂 but yeah Leo are head aches https://t.co/hnndzkMj9k,Twitter for iPhone,973024541604700160,354726120,naomivmocz,FALSE,FALSE,0,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DYDg8tXVAAE9m8i.jpg,https://t.co/hnndzkMj9k,https://twitter.com/deformedtoee_/status/973024860036190208/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DYDg8tXVAAE9m8i.jpg,https://t.co/hnndzkMj9k,https://twitter.com/deformedtoee_/status/973024860036190208/photo/1,,354726120|4873975744,naomivmocz|Jorge,en,,,,,,,,,,,|,|,|||||||,,
973002758092603392,2018-03-12T01:08:29Z,2355495830,SierrajeanneK,I get head aches if I don’t have caffeine now.. NnNOOooOoOO,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973002568925409280,2018-03-12T01:07:44Z,20497651,NurseGerri,"@axios My head aches. Howwwww does she continue go show up to speak on a subject with no prep, no effort to even understand the system she's supposed to be running? How is she okay with looking this ridiculous? HOWWWWW?!?!?!",Twitter for Android,972996794757140486,800707492346925056,axios,FALSE,FALSE,0,0,,,,,,,,,,,,,,800707492346925056,axios,en,,,,,,,,,,,|,|,|||||||,,
972993455902351360,2018-03-12T00:31:31Z,483956735,rebeccaarnold_,my head aches lately have been something else 😭,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/25d1ef4322ba8e3c.json,Rutherford,"Rutherford, NJ",city,United States,US,|,|,-74.123761|-74.082294|-74.082294|-74.123761|40.787228|40.787228|40.846492|40.846492,-74.1030275,40.81686
972955992647520257,2018-03-11T22:02:39Z,3289231327,628DirtRooster,@Spanky_CR I don’t ship.  I probably should with as many requests as I get.  I feel for you with those head aches.  Glad you got past the cancer though.  Most of south MS and south LA has about the same flavor of honey.  If you can find someone down here that ships you’ll really enjoy it.,Twitter for iPhone,971656641514016768,852613996024918018,Spanky_CR,FALSE,FALSE,0,0,,,,,,,,,,,,,,852613996024918018,Spanky_CR,en,,,,,,,,,,,|,|,|||||||,,
972948183801311232,2018-03-11T21:31:38Z,1489299445,RehanAlmighty,Man these head aches won’t stop,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/bc7f3267d2efaf40.json,Richardson,"Richardson, TX",city,United States,US,|,|,-96.769003|-96.612871|-96.612871|-96.769003|32.923164|32.923164|33.005805|33.005805,-96.690937,32.9644845
972928920902254592,2018-03-11T20:15:05Z,2408474394,KFogata,"@thegroundscold @uhLYVia Slight headaches and can make you feel bloated sometimes and aches in your joints as well,",Twitter for iPhone,972926838803595264,511225482,thegroundscold,FALSE,FALSE,1,0,,,,,,,,,,,,,,511225482|633557730,thegroundscold|uhLYVia,en,,,,,,,,,,,|,|,|||||||,,
972916808167706627,2018-03-11T19:26:57Z,972894144527028224,CarrieAnnAvila3,"Cupping could be the answer to you neck, back, head and shoulder pains or aches. https://t.co/KONMgxp1bR",Twitter for iPhone,,,,FALSE,FALSE,2,0,,,chocandjuice.com/blogs/choc-jui…,https://t.co/KONMgxp1bR,https://www.chocandjuice.com/blogs/choc-juice/the-truth-about-cupping-dr-chao-sheds-some-light,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972915905561731072,2018-03-11T19:23:22Z,326583795,nurbe85,"Another head aches, another heart breaks
I am so much older than I can take
And my affection, well it comes and goes
I need direction to perfection #igotsoulbutimnotasoldier",Twitter for iPhone,,,,FALSE,FALSE,1,0,igotsoulbutimnotasoldier,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972906656718733312,2018-03-11T18:46:37Z,510617026,sarah_calavera,"Amulet from Whitby Museum with a golden figure of a hanged man with a sliver of rope from that which hanged him. 

Charms like this were believed to cure neck and head aches.
(Photo by Paul Koudounaris) https://t.co/K9SQnut4pN",Twitter for iPhone,972906431467872256,510617026,sarah_calavera,FALSE,FALSE,29,3,,,,,,http://pbs.twimg.com/media/DYB1ceGVMAAYXa6.jpg,https://t.co/K9SQnut4pN,https://twitter.com/sarah_calavera/status/972906656718733312/photo/1,photo,http://pbs.twimg.com/media/DYB1ceGVMAAYXa6.jpg,https://t.co/K9SQnut4pN,https://twitter.com/sarah_calavera/status/972906656718733312/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
972882447015723011,2018-03-11T17:10:25Z,31508195,JessicaDwyer,@camposova Yeah mine was 100.  I thought I was over it last week but it came roaring back on Friday in this horrible crud in my head &amp; body aches.  Bastard.,Twitter for iPhone,972881935302144000,65726476,camposova,FALSE,FALSE,0,0,,,,,,,,,,,,,,65726476,camposova,en,,,,,,,,,,,|,|,|||||||,,
972879165568552960,2018-03-11T16:57:22Z,28015888,jlscville,"Curled up with two cats,
my head aches, sinuses throb.
Viral victory.",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972865024275419136,2018-03-11T16:01:11Z,900009957046857729,TheGelbCenter,Common triggers of headaches and neck aches #health #headaches #neckaches https://t.co/vzaZolYQdu,Hootsuite,,,,FALSE,FALSE,0,0,health|headaches|neckaches,,ow.ly/rcg530i5Jsc,https://t.co/vzaZolYQdu,http://ow.ly/rcg530i5Jsc,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972847992196788224,2018-03-11T14:53:30Z,46985885,FastFuriousTrav,My head aches just a tad - and I am a tad bit sleepy too as well.....what does this all mean????,Twitter for Android,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972834608411705344,2018-03-11T14:00:19Z,898320206312898561,NickB24101,Now my heart aches of pain and my head aches of thoughts. Love can bring you flowers and it builds your coffin,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972810502094163969,2018-03-11T12:24:32Z,919208615990452224,hypnosiscorner,"Pain Relief Guided Meditation for easing aches, pain, headaches https://t.co/R8QZ9ZcMYF",WordPress.com,,,,FALSE,FALSE,0,0,,,hypnosiscorner.com/pain-relief-gu…,https://t.co/R8QZ9ZcMYF,https://www.hypnosiscorner.com/pain-relief-guided-meditation-for-easing-aches-pain-headaches/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972810181875814400,2018-03-11T12:23:15Z,86561409,miraclein24Hrs,"Trolly ride to downtown! No parking head aches! 👌#running4bishop. #impactjunkie 

https://t.co/PGGOBseOb5",Facebook,,,,FALSE,FALSE,0,0,running4bishop|impactjunkie,,paypal.me/miraclein24,https://t.co/PGGOBseOb5,https://www.paypal.me/miraclein24,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972801289385111552,2018-03-11T11:47:55Z,272768103,MattFurrer,"Can’t believe I’m not over this being sick crap yet. Non stop shivering, head pounding, random sweats, stomach aches. 🤢🤮",Facebook,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972759740521447424,2018-03-11T09:02:49Z,967939456299708416,HighbornHeir,"@BrazenBIair Only my head aches, but looking at you is a welcomed distraction from the pain. [Smiling up at her, he pressed a kiss to her palm again, a tender, vulnerable sort of affection.] I can heal it if you give the go ahead.",Twitter for iPhone,972759004647538688,966606751595315208,BrazenBIair,FALSE,FALSE,0,0,,,,,,,,,,,,,,966606751595315208,BrazenBIair,en,,,,,,,,,,,|,|,|||||||,,
972755735783333888,2018-03-11T08:46:54Z,2719880176,savannahrlomax,Head aches and heart ache really go hand in hand,Twitter for iPhone,,,,FALSE,FALSE,3,1,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
972723189301301249,2018-03-11T06:37:35Z,21095241,Budini,My head aches for those like 👇🏻 lacking critical thinking skills. https://t.co/7ImQRqhyj7,Twitter for iPhone,,,,TRUE,FALSE,0,0,,,twitter.com/education4libs…,https://t.co/7ImQRqhyj7,https://twitter.com/education4libs/status/971862424444907522,,,,,,,,,,,en,971862424444907522,"Hey liberals,

If Dick’s &amp; Wal-Mart can refuse to sell their goods based on personal beliefs, why can’t Christian bakers?",,,,,,,,,|,|,|||||||,,
972717595601375232,2018-03-11T06:15:21Z,227895034,JazzRiley,@ThaGreatestMane All them flight give me major head aches,Twitter for iPhone,972717447764762624,2569169556,ThaGreatestMane,FALSE,FALSE,0,0,,,,,,,,,,,,,,2569169556,ThaGreatestMane,en,,,,,https://api.twitter.com/1.1/geo/id/1c73ebb264e145ee.json,Louisiana,"Louisiana, USA",admin,United States,US,|,|,-94.043628|-88.758389|-88.758389|-94.043628|28.855128|28.855128|33.019544|33.019544,-91.4010085,30.937336
972690776223371264,2018-03-11T04:28:47Z,1965646670,PrimalSurge,"I got a fractured shoulder, I got the flu, I'm wrapped around a big blanket, snuggling my Winston plush in bed, got a fever of almost 102, my body is sore as hell, and my head aches.
I can imagine Winston doing the same thing except with a ice bag on his head and a jar of PB. Lol",Twitter for Android,,,,FALSE,FALSE,25,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
