status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
965935023558979585,2018-02-20T13:03:50Z,2788400254,_froggie_,"Loki is doing much better today, though. The abscess on his cheek burst, so his eye isn’t swollen shut &amp; he’s not feverish anymore. He never lost his interest in food (lol) so I knew he’d be ok, but I’m glad that he turned around so quickly. His immune system is shit, poor guy.",Twitter for iPad,965934145389187072,2788400254,_froggie_,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
965907182637273089,2018-02-20T11:13:12Z,2900366626,ASG_ison2nite,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter Web Client,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965893443275735045,2018-02-20T10:18:36Z,2958933644,SoCal1964,"@tahiti93 @CNN A feverish dream is your point of view in a debate of facts?  Sorry..I’m done, my bad for trying to communicate with with someone who is clearly delusional. Please seek help, before you hurt yourself...or another person.",Twitter for iPad,965891972488507392,3167422453,tahiti93,FALSE,FALSE,0,0,,,,,,,,,,,,,,3167422453|759251,tahiti93|CNN,en,,,,,,,,,,,|,|,|||||||
965886297746432000,2018-02-20T09:50:13Z,963742830593302529,AlumShu,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter for Android,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965881623085506560,2018-02-20T09:31:38Z,600075716,Paveluljuk,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter Web Client,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965881092141019136,2018-02-20T09:29:32Z,801140457224814593,Gonzalo_Santies,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter for Android,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965880469211422720,2018-02-20T09:27:03Z,17246506,judyrudin,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter for iPad,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965879690014621696,2018-02-20T09:23:57Z,375017318,NishanthV_ET,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter Web Client,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965879433684029440,2018-02-20T09:22:56Z,246249982,cgubash,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter for iPhone,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
965878928081485824,2018-02-20T09:20:56Z,392860200,krishworlds,RT @WSJ: Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,Twitter for Android,,,,FALSE,TRUE,0,11,,,on.wsj.com/2Gq9m1u,https://t.co/KRne1IN8Xp,http://on.wsj.com/2Gq9m1u,,,,,,,,,3108351,WSJ,en,,,965878719943512064,Has the feverish pace of Singapore's property market worried the city-state's authorities? https://t.co/KRne1IN8Xp,,,,,,,|,|,|||||||
