status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
969795551964291072,2018-03-03T04:44:12Z,246961837,DrPanMD,"""The most intense nationwide #flu outbreak in a decade appears to be losing steam, but it killed an additional... https://t.co/HRwQjMtvcB",Facebook,,,,FALSE,FALSE,0,0,flu,,fb.me/2A9CToia5,https://t.co/HRwQjMtvcB,https://fb.me/2A9CToia5,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969784363469688834,2018-03-03T03:59:44Z,727382779,iamsick_ca,"Sick this winter? Watch your symptoms, and be aware. #Cold, #Flu, #Pnemonia.. all have been prevalent this spring!

Don't forget that #pharmacists are a very accessible resource in our healthcare system.

https://t.co/v4AafMeZfU

#ONhealth #CDNhealth #PublicHealth https://t.co/vLyJzrFXB7",Twitter Web Client,,,,FALSE,FALSE,0,0,Cold|Flu|Pnemonia|pharmacists|ONhealth|CDNhealth|PublicHealth,,lfpress.com/2018/03/02/pne…,https://t.co/v4AafMeZfU,http://www.lfpress.com/2018/03/02/pneumonia-spiking-in-super-cold-winter-druggists-say,http://pbs.twimg.com/media/DXVdewLXUAErm8s.jpg,https://t.co/vLyJzrFXB7,https://twitter.com/iamsick_ca/status/969784363469688834/photo/1,photo,http://pbs.twimg.com/media/DXVdewLXUAErm8s.jpg,https://t.co/vLyJzrFXB7,https://twitter.com/iamsick_ca/status/969784363469688834/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969783553432084480,2018-03-03T03:56:31Z,535636564,tommycubillas,Did anyone not tell Getzlaf to get the #flu shot,Twitter for Android,,,,FALSE,FALSE,0,0,flu,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969779788335517696,2018-03-03T03:41:33Z,827346259,5NEWSNielson,"New CDC report suggests this year's flu bug has peaked...
What the numbers are revealing... #fluseason #flubug #flu2018 #flu #heatlh #healthnews #flunews #cdc #cdcnews
https://t.co/MAIC16xSrn",Twitter Web Client,,,,FALSE,FALSE,0,0,fluseason|flubug|flu2018|flu|heatlh|healthnews|flunews|cdc|cdcnews,,5newsonline.com/2018/03/02/the…,https://t.co/MAIC16xSrn,http://5newsonline.com/2018/03/02/the-end-is-near-flu-has-definitely-peaked-for-the-2017-18-season/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969776624836268033,2018-03-03T03:28:59Z,953821498732695553,noirotart22,Literally can’t stop coughing... this flu is the worst I’ve ever had... 😭🤢🤕🤮🤧😷☠️ #cold #flu #coughing #nauseous #conjectedchest #chills #temperature,Twitter for iPhone,,,,FALSE,FALSE,0,0,cold|flu|coughing|nauseous|conjectedchest|chills|temperature,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969775924035096576,2018-03-03T03:26:12Z,948804125025865728,simplykatricia,In my #flu bubble watching episodes of @grownish.,Twitter for iPhone,,,,FALSE,FALSE,0,0,flu,,,,,,,,,,,,,864990412976422912,grownish,en,,,,,https://api.twitter.com/1.1/geo/id/00c55f041e27dc51.json,Staten Island,"Staten Island, NY",city,United States,US,|,|,-74.255641|-74.052253|-74.052253|-74.255641|40.495865|40.495865|40.648887|40.648887
969764533181988865,2018-03-03T02:40:56Z,165622748,docweighsin,I hope this is goodbye to a very bad #flu season https://t.co/y7dARziBLc,Twitter for iPhone,,,,TRUE,FALSE,1,0,flu,,twitter.com/nprhealth/stat…,https://t.co/y7dARziBLc,https://twitter.com/nprhealth/status/969657864070447104,,,,,,,,,,,en,969657864070447104,"For The Second Week, The Flu Epidemic Has Eased https://t.co/qJfBemjptE",,,,,,,,,|,|,|||||||
969760997392216064,2018-03-03T02:26:53Z,1917421117,KisgenUF,"It’s not over yet, but I love this trend. Will be happy to see this #flu season come to an end.😷 #WashYourHands https://t.co/0aml1hRljZ",Twitter for iPhone,,,,FALSE,FALSE,3,0,flu|WashYourHands,,,,,http://pbs.twimg.com/media/DXVIetIU0AAH50D.jpg,https://t.co/0aml1hRljZ,https://twitter.com/KisgenUF/status/969760997392216064/photo/1,photo,http://pbs.twimg.com/media/DXVIetIU0AAH50D.jpg,https://t.co/0aml1hRljZ,https://twitter.com/KisgenUF/status/969760997392216064/photo/1,,,,en,,,,,https://api.twitter.com/1.1/geo/id/76d195c1204e61b2.json,Valrico,"Valrico, FL",city,United States,US,|,|,-82.2529691|-82.1838196|-82.1838196|-82.2529691|27.872693|27.872693|27.9906673|27.9906673
969760541819449344,2018-03-03T02:25:05Z,214533618,persadv,Avoid catching the #flu during your next business trip! Wash your hands constantly and drink plenty of water to stay healthy. https://t.co/DmHoJrtRGA #businesstravel https://t.co/0YSuSuVN9h,Social5,,,,FALSE,FALSE,0,0,flu|businesstravel,,cbsnews.com/news/6-things-…,https://t.co/DmHoJrtRGA,https://www.cbsnews.com/news/6-things-you-can-do-prevent-spread-of-flu/,http://pbs.twimg.com/media/DXVIEmgX4AARWlV.jpg,https://t.co/0YSuSuVN9h,https://twitter.com/persadv/status/969760541819449344/photo/1,photo,http://pbs.twimg.com/media/DXVIEmgX4AARWlV.jpg,https://t.co/0YSuSuVN9h,https://twitter.com/persadv/status/969760541819449344/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969760134028320774,2018-03-03T02:23:27Z,810538012371259392,TiknisArts,The spread of the #flu virus is finally slowing. But it's still worth getting the #vaccine #fluseason  https://t.co/jHfFeQHeQv,Twitter for iPhone,,,,FALSE,FALSE,0,0,flu|vaccine|fluseason,,apple.news/A9ZQ2ZI1JStu42…,https://t.co/jHfFeQHeQv,https://apple.news/A9ZQ2ZI1JStu42l8s7Urqvg,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969759262883885056,2018-03-03T02:20:00Z,260906643,TESCleanAir,"That #flu shot might be more important than you think...  
https://t.co/Qe1iI4kIbi",eClincher,,,,FALSE,FALSE,0,0,flu,,goo.gl/FzJdVz,https://t.co/Qe1iI4kIbi,https://goo.gl/FzJdVz,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969758184465403905,2018-03-03T02:15:43Z,295873487,FDA_Track,FDA warns of fraudulent and unapproved #flu products https://t.co/P4xusnfQ4q,Twitter for iPhone,,,,FALSE,FALSE,2,6,flu,,fda.gov/NewsEvents/New…,https://t.co/P4xusnfQ4q,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm599223.htm,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969751092862078976,2018-03-03T01:47:32Z,299273962,Laurie_Garrett,"@ManjeetKrip Sorry @ManjeetKrip but the LA #flu outbreak peaked weeks ago. You are citing a January 6 report. LA had severe flu, &amp; deaths, but it has largely passed there according to @CDCFlu",Twitter Web Client,969749440989839361,1364904476,ManjeetKrip,FALSE,FALSE,0,0,flu,,,,,,,,,,,,,1364904476|1364904476|16616061,ManjeetKrip|ManjeetKrip|CDCFlu,en,,,,,,,,,,,|,|,|||||||
969749606929182720,2018-03-03T01:41:38Z,768976437864960000,noturtypicalhip,The Best #Herbs for Colds &amp; #Flu https://t.co/bkT05jTDEG #cold,Tweet Old Post,,,,FALSE,FALSE,0,0,Herbs|Flu|cold,,wp.me/p8tK4Z-cH2,https://t.co/bkT05jTDEG,https://wp.me/p8tK4Z-cH2,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969745500399394816,2018-03-03T01:25:18Z,892476403,CrazyRxMan,Weekly U.S. Influenza (#FLU) Surveillance Report ~ https://t.co/O2oOe3Wkyh,The Social Jukebox,,,,FALSE,FALSE,0,0,FLU,,goo.gl/vYjljl,https://t.co/O2oOe3Wkyh,http://goo.gl/vYjljl,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969743602493599744,2018-03-03T01:17:46Z,410219569,CEEKTechnology,"The end is near: #Flu has 'definitely peaked' for the 2017-18 season
https://t.co/RAqxBjTQvj",Twitter for Android,,,,FALSE,FALSE,0,0,Flu,,cnn.com/2018/03/02/hea…,https://t.co/RAqxBjTQvj,https://www.cnn.com/2018/03/02/health/flu-weekly-numbers-march-2-cdc/index.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969740420057100288,2018-03-03T01:05:07Z,14627778,Jackie___Cohen,"Watch out for fake #flu medicine, the FDA warns https://t.co/UnfL5owwxd @CriticalFinance https://t.co/SfHIpAuPiV",Hootsuite,,,,FALSE,FALSE,0,0,flu,,ow.ly/UFj830iJbqq,https://t.co/UnfL5owwxd,http://ow.ly/UFj830iJbqq,http://pbs.twimg.com/tweet_video_thumb/DXU1xW0V4AExnLW.jpg,https://t.co/SfHIpAuPiV,https://twitter.com/Jackie___Cohen/status/969740420057100288/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DXU1xW0V4AExnLW.jpg,https://t.co/SfHIpAuPiV,https://twitter.com/Jackie___Cohen/status/969740420057100288/photo/1,,527001295,CriticalFinance,en,,,,,,,,,,,|,|,|||||||
969739512980090880,2018-03-03T01:01:31Z,253770243,jphuckinplay,"36% is terrible!
#flu 
#america https://t.co/LyqSD09gpR",Twitter for Android,,,,FALSE,FALSE,0,0,flu|america,,,,,http://pbs.twimg.com/media/DXU08L2W4AIS_Xd.jpg,https://t.co/LyqSD09gpR,https://twitter.com/jphuckinplay/status/969739512980090880/photo/1,photo,http://pbs.twimg.com/media/DXU08L2W4AIS_Xd.jpg,https://t.co/LyqSD09gpR,https://twitter.com/jphuckinplay/status/969739512980090880/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969739157269606407,2018-03-03T01:00:06Z,2414850630,SpecNewsSA,"While the peak may have passed, #flu season isn’t finished yet. https://t.co/2ftMJX8IWt",SocialNewsDesk,,,,FALSE,FALSE,0,0,flu,,spectrumlocalnews.com/tx/san-antonio…,https://t.co/2ftMJX8IWt,http://spectrumlocalnews.com/tx/san-antonio/news/2018/03/02/worst-of-bad-us-flu-season-finally-over-as-illnesses-decline,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969733794025623552,2018-03-03T00:38:47Z,874469912584093696,WubbDubbs,#flu #goawayflu on 5th day of having the flu. The flu is kicking my ass . It needs to leave #SLEEPY #nomorecoughing https://t.co/supZNapEgj,Twitter for Android,,,,FALSE,FALSE,0,0,flu|goawayflu|SLEEPY|nomorecoughing,,,,,http://pbs.twimg.com/tweet_video_thumb/DXUvvZKWsAACg3E.jpg,https://t.co/supZNapEgj,https://twitter.com/WubbDubbs/status/969733794025623552/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DXUvvZKWsAACg3E.jpg,https://t.co/supZNapEgj,https://twitter.com/WubbDubbs/status/969733794025623552/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969733209662599168,2018-03-03T00:36:28Z,1733460846,NYJusticeSeeker,"#CDC Number of #Kids #Killed by #Flu This Winter Rises to 114 😔 | Newser Mobile https://t.co/iFeEZAi8Ep",Twitter for Android,,,,FALSE,FALSE,0,0,CDC|Kids|Killed|Flu,,newser.com/s256088,https://t.co/iFeEZAi8Ep,http://www.newser.com/s256088,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969732864836276234,2018-03-03T00:35:06Z,200230533,CarolinAramburo,Ten #herbs that will annihilate #cold and #flu viruses naturally https://t.co/BHAItezYpB,Hootsuite,,,,FALSE,FALSE,0,0,herbs|cold|flu,,ow.ly/sP2n30iGQVF,https://t.co/BHAItezYpB,http://ow.ly/sP2n30iGQVF,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||
969732854619000832,2018-03-03T00:35:03Z,43492105,BoironUSA,#Garlic is one #superfood that may help ward off colds or #flu! Learn more at https://t.co/Nn3hlEFAbg. #WellnessNaturally https://t.co/2KSr9Bw3xt,Sprout Social,,,,FALSE,FALSE,0,0,Garlic|superfood|flu|WellnessNaturally,,bit.ly/2zKWAKU,https://t.co/Nn3hlEFAbg,http://bit.ly/2zKWAKU,http://pbs.twimg.com/media/DXUu5B6VoAA1bG7.jpg,https://t.co/2KSr9Bw3xt,https://twitter.com/BoironUSA/status/969732854619000832/photo/1,photo,http://pbs.twimg.com/media/DXUu5B6VoAA1bG7.jpg,https://t.co/2KSr9Bw3xt,https://twitter.com/BoironUSA/status/969732854619000832/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969732848495288327,2018-03-03T00:35:02Z,17876394,OscilloUSA,#Garlic is one #superfood that may help ward off colds or #flu! Learn more at https://t.co/ivaKEDKpZg. #WellnessNaturally https://t.co/nw8I5mt4TO,Sprout Social,,,,FALSE,FALSE,0,0,Garlic|superfood|flu|WellnessNaturally,,bit.ly/2zKWAKU,https://t.co/ivaKEDKpZg,http://bit.ly/2zKWAKU,http://pbs.twimg.com/media/DXUu4q7VoAECexn.jpg,https://t.co/nw8I5mt4TO,https://twitter.com/OscilloUSA/status/969732848495288327/photo/1,photo,http://pbs.twimg.com/media/DXUu4q7VoAECexn.jpg,https://t.co/nw8I5mt4TO,https://twitter.com/OscilloUSA/status/969732848495288327/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
969732744807776256,2018-03-03T00:34:37Z,148518018,GardaVita,"Guard yourself with Defense Pro! 😁🤗😎🥦
#cold #flu #fever #healthy #healthylifestyle #sneezing #defend
https://t.co/0pj9Y5KDLD https://t.co/8FzV2gGXDt",Twitter Web Client,,,,FALSE,FALSE,0,0,cold|flu|fever|healthy|healthylifestyle|sneezing|defend,,gardavita.com/defense-pro,https://t.co/0pj9Y5KDLD,http://www.gardavita.com/defense-pro,http://pbs.twimg.com/media/DXUupIQVMAAlWua.jpg,https://t.co/8FzV2gGXDt,https://twitter.com/GardaVita/status/969732744807776256/photo/1,photo,http://pbs.twimg.com/media/DXUupIQVMAAlWua.jpg,https://t.co/8FzV2gGXDt,https://twitter.com/GardaVita/status/969732744807776256/photo/1,,,,en,,,,,,,,,,,|,|,|||||||
