status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
976309202695217152,2018-03-21T04:07:07Z,969831977447837696,TRISTARRADIO365,Hollands Pharmacy - Take Your Flu Shot - Hollands Pharmacy - Take Your Flu Shot,tristarradio stream,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976308813962797056,2018-03-21T04:05:34Z,1105847718,tribble09,"A medical officer with CDC's Influenza Division provides a detailed look at antivirals, which, after the flu shot, are the best flu protection. - https://t.co/vX0zqnUmTR",Twitter Web Client,,,,FALSE,FALSE,0,0,,,aarp.org/health/drugs-s…,https://t.co/vX0zqnUmTR,https://www.aarp.org/health/drugs-supplements/info-2018/flu-tamiflu-antivirals-fd.html?cmp=EMC-DSO-NLC-RSS---CTRL-032018-P4-2833891&ET_CID=2833891&ET_RID=14541861&mi_u=14541861&mi_ecmp=20180320_DailyBulletin_Control_247401_320001&encparam=PmzBostD%2bTtGwNA8DldH3sx%2bLtp%2b8QiD0JxLSuCs1EQ%3d,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976302053294161920,2018-03-21T03:38:42Z,834584329,Thisisitdenis,@Independent Pharmaceuticals kill thousands every day yet this one incident is used to slag the alternative health care industry. How many children end up autistic after a flu shot. The alternative health care industry and the sick care industry need to join hands and work together for soluti,Twitter Lite,976093979187077120,16973333,Independent,FALSE,FALSE,0,0,,,,,,,,,,,,,,16973333,Independent,en,,,,,,,,,,,|,|,|||||||,,
976298323916218368,2018-03-21T03:23:53Z,29400833,_Coffee_Queen_,"My baby is still sick 😟
I think my body pushed through whatever I was starting to catch. I think it's because I got the flu shot.",Twitter for Android,976260828205809665,29400833,_Coffee_Queen_,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976298065362472960,2018-03-21T03:22:52Z,966156876261085187,StraightCiroc,"A nice shot I hit this week, just getting over the flu so I’ll be active and playing a lot more again!!! Stay tuned! @musketeeers @IceTyde_ @bluej @xowirexo @SynergyMizer https://t.co/XG4R3AoCHZ",Twitter for iPhone,,,,FALSE,FALSE,4,1,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/976297948714708992/pu/img/k0-LsW4s5g1a0Xjx.jpg,https://t.co/XG4R3AoCHZ,https://twitter.com/StraightCiroc/status/976298065362472960/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/976297948714708992/pu/img/k0-LsW4s5g1a0Xjx.jpg,https://t.co/XG4R3AoCHZ,https://twitter.com/StraightCiroc/status/976298065362472960/video/1,,772717944635744256|306375400|2586445590|961752280658776065|2362620595,musketeeers|IceTyde_|bluej|xowirexo|SynergyMizer,en,,,,,,,,,,,|,|,|||||||,,
976296300894306305,2018-03-21T03:15:51Z,921945487,BCraddick45,That flu shot last week caught up with me. Bastards,Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,en,,,,,https://api.twitter.com/1.1/geo/id/a592bd6ceb1319f7.json,San Diego,"San Diego, CA",city,United States,US,|,|,-117.282538|-116.9274403|-116.9274403|-117.282538|32.53962|32.53962|33.0804044|33.0804044,-117.10498915,32.8100122
976294357685870593,2018-03-21T03:08:08Z,608701086,LindaRock3,"#news #BigPharma       CDC Doctor, Who Claimed Flu Shot Caused Outbreak, Missing Feared Dead
https://t.co/LzrWt4kdUo
https://t.co/ioUMeVFdvN https://t.co/b9bW8NVL4R",Twitter Web Client,,,,FALSE,FALSE,0,0,news|BigPharma,,dailycaller.com/2018/03/20/cdc…|yournewswire.com/cdc-doctor-flu…,https://t.co/LzrWt4kdUo|https://t.co/ioUMeVFdvN,http://dailycaller.com/2018/03/20/cdc-doctor-missing-for-weeks/|http://yournewswire.com/cdc-doctor-flu-shot-dead/,http://pbs.twimg.com/media/DYx-gkbU8AASnUF.jpg,https://t.co/b9bW8NVL4R,https://twitter.com/LindaRock3/status/976294357685870593/photo/1,photo,http://pbs.twimg.com/media/DYx-gkbU8AASnUF.jpg,https://t.co/b9bW8NVL4R,https://twitter.com/LindaRock3/status/976294357685870593/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976292471318626304,2018-03-21T03:00:38Z,1849330146,MirellaSanchezx,When you go to the doctor and they say you have the flu because you didn’t get the flu shot https://t.co/7GkZL4fpZb,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,http://pbs.twimg.com/tweet_video_thumb/DYx80lOUMAAlI8h.jpg,https://t.co/7GkZL4fpZb,https://twitter.com/MirellaSanchezx/status/976292471318626304/photo/1,photo,http://pbs.twimg.com/tweet_video_thumb/DYx80lOUMAAlI8h.jpg,https://t.co/7GkZL4fpZb,https://twitter.com/MirellaSanchezx/status/976292471318626304/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976286566376091648,2018-03-21T02:37:10Z,2522060433,SustainaButter,Much cheaper than a flu shot. https://t.co/qWWCCdn5KG,Facebook,,,,FALSE,FALSE,0,0,,,healthy-holistic-living.com/elderberry-ext…,https://t.co/qWWCCdn5KG,http://www.healthy-holistic-living.com/elderberry-extract-natures-tamiflu.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976283570569338881,2018-03-21T02:25:16Z,965103699000483840,BenjaminGreyXXX,@westsyd29 @Fistpigjoe @OxBalls Mine hurt a little more than a flu shot. Not bad considering the fun I've had with it,Twitter for Android,976089968048201728,26462321,westsyd29,FALSE,FALSE,1,0,,,,,,,,,,,,,,26462321|773236678110633984|127303712,westsyd29|Fistpigjoe|OxBalls,en,,,,,,,,,,,|,|,|||||||,,
