status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
976293022374637568,2018-03-21T03:02:49Z,270129431,peacelily1121,"Vaccine Rates Against Shingles, Flu And Pneumonia Still Lag : Shots - Health News

https://t.co/IhsaSWcNGY

Shared from my Google feed",Twitter for Android,,,,FALSE,FALSE,0,0,,,search.app.goo.gl/eGUe,https://t.co/IhsaSWcNGY,https://search.app.goo.gl/eGUe,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976265887836590081,2018-03-21T01:15:00Z,64506942,SDCountyHHSA,The flu can affect anyone. The best way to protect yourself and those around you is to receive the vaccine. https://t.co/Is4Z2yJ963 https://t.co/Bj1kZzZih8,TweetDeck,,,,FALSE,FALSE,3,4,,,sdiz.org,https://t.co/Is4Z2yJ963,http://sdiz.org,http://pbs.twimg.com/media/DYsG519V4AAgl-J.jpg,https://t.co/Bj1kZzZih8,https://twitter.com/SDCountyHHSA/status/976265887836590081/photo/1,photo,http://pbs.twimg.com/media/DYsG519V4AAgl-J.jpg,https://t.co/Bj1kZzZih8,https://twitter.com/SDCountyHHSA/status/976265887836590081/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976258173454647297,2018-03-21T00:44:21Z,901594902173290496,SarahBrannon84,@EmiForLove @ConspiracyWATCH And to go missing a week after making the flu vaccine report. Definitely more to this story than being told.,Twitter for Android,976230869965950976,3237156360,EmiForLove,FALSE,FALSE,0,0,,,,,,,,,,,,,,3237156360|163995099,EmiForLove|ConspiracyWATCH,en,,,,,,,,,,,|,|,|||||||,,
976254335712727040,2018-03-21T00:29:06Z,260410588,laveronurse,"Vaccine Rates Against Shingles, Flu And Pneumonia in Adults Still Lag 
https://t.co/ayIpSSKvDI https://t.co/fopxFe9mkE",Crowdfire - Go Big,,,,FALSE,FALSE,0,0,,,crwd.fr/2HMMjij,https://t.co/ayIpSSKvDI,http://crwd.fr/2HMMjij,http://pbs.twimg.com/media/DYxaJONWkAA9VlU.jpg,https://t.co/fopxFe9mkE,https://twitter.com/laveronurse/status/976254335712727040/photo/1,photo,http://pbs.twimg.com/media/DYxaJONWkAA9VlU.jpg,https://t.co/fopxFe9mkE,https://twitter.com/laveronurse/status/976254335712727040/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976254030455410688,2018-03-21T00:27:53Z,854165630207086594,AmyBeard_MD,"@RealAlexJones I developed hypothyroidism 10 d after being forced to get flu vaccine. Was very ill for 3 days after getting it. Mother-in-law developed a-fib and hypothyroidism 2 weeks after getting it. Other patients, friends, family reporting similar problems.",Twitter Web Client,976249800512466944,109065990,RealAlexJones,FALSE,FALSE,7,3,,,,,,,,,,,,,,109065990,RealAlexJones,en,,,,,,,,,,,|,|,|||||||,,
976253924989652994,2018-03-21T00:27:28Z,424711422,LotusOak,"#STUDY: Failure of #Flu A #Vaccine to Protect Healthy Children Aged 6-24 months

https://t.co/2VI7i5BdkN https://t.co/Md60llK6sr",LotusOak,,,,FALSE,FALSE,4,4,STUDY|Flu|Vaccine,,ncbi.nlm.nih.gov/pubmed/15056235,https://t.co/2VI7i5BdkN,https://www.ncbi.nlm.nih.gov/pubmed/15056235,http://pbs.twimg.com/media/DYxZxSLX4AINdKO.jpg,https://t.co/Md60llK6sr,https://twitter.com/LotusOak/status/976253924989652994/photo/1,photo,http://pbs.twimg.com/media/DYxZxSLX4AINdKO.jpg,https://t.co/Md60llK6sr,https://twitter.com/LotusOak/status/976253924989652994/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976253284909441025,2018-03-21T00:24:55Z,524404774,DianeShears,CDC Scandal: Committee that Withdrew Recommendation for Nasal Flu Vaccine Now Recommends it to Experiment on American Public https://t.co/fvunOA2uWh #FluMist @VaccineChoiceCA,Twitter Web Client,,,,FALSE,FALSE,0,0,FluMist,,vaccineimpact.com/2018/cdc-scand…,https://t.co/fvunOA2uWh,http://vaccineimpact.com/2018/cdc-scandal-committee-that-withdrew-recommendation-for-nasal-flu-vaccine-now-recommends-it-to-experiment-on-american-public/,,,,,,,,,363307219,VaccineChoiceCA,en,,,,,,,,,,,|,|,|||||||,,
976246518658322432,2018-03-20T23:58:02Z,3393183633,HolHealthandMor,CDC Scandal: Committee that Withdrew Recommendation for Nasal Flu Vaccine Now Recommends it to… https://t.co/aKSPP1vvxZ,Instagram,,,,FALSE,FALSE,0,0,,,instagram.com/p/BgkHW8uB5Vi/,https://t.co/aKSPP1vvxZ,https://www.instagram.com/p/BgkHW8uB5Vi/,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
976246293486972928,2018-03-20T23:57:08Z,3169269090,BellemaUSA,"What's the Recommended Schedule for Getting the Flu Vaccine?

https://t.co/QeP6HJg7zI

#normalizebrestfeeding #mom #momtobe #mother #motherhood #newmom #baby #newborn #parenting #parents #breastpump #knowledge #tips #lactafion #lactafingmom #infant https://t.co/zoXxrtVbJ9",Twitter Web Client,,,,FALSE,FALSE,2,1,normalizebrestfeeding|mom|momtobe|mother|motherhood|newmom|baby|newborn|parenting|parents|breastpump|knowledge|tips|lactafion|lactafingmom|infant,,facebook.com/BelleMaUSA/pho…,https://t.co/QeP6HJg7zI,https://www.facebook.com/BelleMaUSA/photos/a.411157599067101.1073741829.411130032403191/894916700691186/?type=3&theater,http://pbs.twimg.com/media/DYxSzJvVAAAoJ1z.jpg,https://t.co/zoXxrtVbJ9,https://twitter.com/BellemaUSA/status/976246293486972928/photo/1,photo,http://pbs.twimg.com/media/DYxSzJvVAAAoJ1z.jpg,https://t.co/zoXxrtVbJ9,https://twitter.com/BellemaUSA/status/976246293486972928/photo/1,,,,en,,,,,,,,,,,|,|,|||||||,,
976241766356598784,2018-03-20T23:39:09Z,2295316730,DVMarketNews,Modern medicine seeks universal flu vaccine https://t.co/Po3W2dZ5JF,IFTTT,,,,FALSE,FALSE,0,0,,,dvolatility.com/2018/03/modern…,https://t.co/Po3W2dZ5JF,http://www.dvolatility.com/2018/03/modern-medicine-seeks-universal-flu.html,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
