status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,lng,lat
973030774965395456,2018-03-12T02:59:49Z,275301000,Siubhan_H,"@djt10 @ThisMomHCN @JustBeforeDawnT @Rosewind2007 @BlueLionBlog @RoyWilliams1024 @jpsportsminer @BeckyJohnson222 @handmadekathy @doritmi @Vbalance03 @anoticingsenpai @TinFoilAwards @kidoctr @badzoot7 @wildweatherdan @PharmaNemesis @Cattlechildren @carlsmythe @HenningTveit @ChrisJohnsonMD @Plasticdoe @dkegel @janem1276 @and_McDowell @jjfox123 @Pmaxwellfnp @what_if_007 @EmirSejdik @jrtgirl35 @mal0406 @steffieschiltz @Awithonelison @theMUMeffect @RBuzzy1111 @jkellyca @gator91man @FarmgalMom @chrisvcsefalvay @Amennaanka @Itsme060602 @SueQuez @EmmaGPaley @Dr_dad_of_3 @homeopathy2010 @AgnosticLiberty @ruby_menace @3worldmom @Melissa62263619 @jhewitt123 How about the 25% of measles patients who end up requiring hospitalization, mostly for pneumonia? 
Is that a percentage that makes a dent with you? 
Jesus, you're like VB, who said, ""Only 1% of polio patients were paralyzed.""
At what % do you give a shit?",Twitter Lite,973029306052919296,40308046,djt10,FALSE,FALSE,0,0,,,,,,,,,,,,,,40308046|792417714480349184|914613620193087488|827119753537937408|2920240065|3387707229|610917204|108796231|3042593172|54886540|398400514|790612617844842496|862876362289238017|30974896|609058571|19435213|738184695599357953|203029033|227117166|351655589|154361768|138843333|17043460|111888966|261190093|236769834|1975226587|1693401392|738148045733298176|52950375|788081025087922176|18024645|2338214224|908331619806859265|896822234572087296|28824488|272162006|901206017479933956|749551099351302144|960797042581868544|128146300|23856730|532393910|871381046264082433|109352502|3241002972|2894187900|282055166|720820397562671104|106702194,djt10|ThisMomHCN|JustBeforeDawnT|Rosewind2007|BlueLionBlog|RoyWilliams1024|jpsportsminer|BeckyJohnson222|handmadekathy|doritmi|Vbalance03|anoticingsenpai|TinFoilAwards|kidoctr|badzoot7|wildweatherdan|PharmaNemesis|Cattlechildren|carlsmythe|HenningTveit|ChrisJohnsonMD|Plasticdoe|dkegel|janem1276|and_McDowell|jjfox123|Pmaxwellfnp|what_if_007|EmirSejdik|jrtgirl35|mal0406|steffieschiltz|Awithonelison|theMUMeffect|RBuzzy1111|jkellyca|gator91man|FarmgalMom|chrisvcsefalvay|Amennaanka|Itsme060602|SueQuez|EmmaGPaley|Dr_dad_of_3|homeopathy2010|AgnosticLiberty|ruby_menace|3worldmom|Melissa62263619|jhewitt123,en,,,,,,,,,,,|,|,|||||||,,
973028758692290560,2018-03-12T02:51:48Z,4106131456,juliannthrax,The woman in my Lyft line is telling me how one gets walking pneumonia and I would do anything to pay that extra $4 to not be hearing this story,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973028340264091648,2018-03-12T02:50:08Z,1547458970,JazzmaCumberful,"Things are still hard for my family although my brother is showing signs of improvement. But yesterday news came that he contracted pneumonia on top of all the complications he is facing. Yet, he is a fighter! #BeatCancer #cancersucks",Twitter for iPhone,,,,FALSE,FALSE,0,0,BeatCancer|cancersucks,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973024770798358530,2018-03-12T02:35:57Z,1388417095,purduehall75,Don’t get me wrong getting mono/pneumonia is awful but not being allowed to go to school this week and March Madness being on is a blessing 😂,Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973024646038786048,2018-03-12T02:35:28Z,296838651,David_J_Haffner,@SteveHuff Cause nothin' says fun like highly contagious  hemorrhagic pneumonia.,Twitter for iPad,973019054142312448,16225571,SteveHuff,FALSE,FALSE,1,0,,,,,,,,,,,,,,16225571,SteveHuff,en,,,,,,,,,,,|,|,|||||||,,
973024455025831937,2018-03-12T02:34:42Z,20462321,accordingtomio,"Had pneumonia for two weeks, no coughing.

Today I start coughing. I guess the meds finally worked.",Twitter for iPhone,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973022125878423552,2018-03-12T02:25:27Z,755841039403933697,AZroadunner,"@CFTpersonal @SandraTXAS Then the poor old person is sent home with no adequate pain control. Pain keeps them in bed so they end up with blood clots or pneumonia from non-movement; or worse yet, they FALL due to inability to walk stronger due to pain. NOT GOOD.",Twitter Web Client,973020604793348096,1146451310,CFTpersonal,FALSE,FALSE,0,0,,,,,,,,,,,,,,1146451310|33529092,CFTpersonal|SandraTXAS,en,,,,,,,,,,,|,|,|||||||,,
973022064343945216,2018-03-12T02:25:12Z,2680836838,vwc1961,@tristanmcintosh Wish I could even with living this close but just got out of the hospital with pneumonia from my copd 2nd time since end of January. I will just have to play your EP &amp; dream I was there. You &amp; the dudes will rock the house down.,Twitter for Android,972885712679981056,125198464,tristanmcintosh,FALSE,FALSE,0,0,,,,,,,,,,,,,,125198464,tristanmcintosh,en,,,,,,,,,,,|,|,|||||||,,
973021220659761153,2018-03-12T02:21:51Z,2151849542,Messer_8,"""I'd rather have pneumonia and in the hospital rather than go to school tomorrow"" -@little_leonard2",Twitter for iPhone,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,2151941317,little_leonard2,en,,,,,https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json,Virginia,"Virginia, USA",admin,United States,US,|,|,-83.67529|-75.16644|-75.16644|-83.67529|36.540739|36.540739|39.466012|39.466012,-79.420865,38.0033755
973018182821842944,2018-03-12T02:09:47Z,961315651519467520,beardedlawyerFL,"People, this #flu is NO JOKE. Mine turned into #pneumonia and I spent two days in the #hospital! Take it seriously.",Twitter for iPad,,,,FALSE,FALSE,0,0,flu|pneumonia|hospital,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
973018102291103746,2018-03-12T02:09:28Z,113210682,MikeStreer,"@HeyBrittanyLynn Pneumonia is awful, had it a few years ago. Feel better!!",Twitter for Android,973005138855112704,33203764,HeyBrittanyLynn,FALSE,FALSE,1,0,,,,,,,,,,,,,,33203764,HeyBrittanyLynn,en,,,,,,,,,,,|,|,|||||||,,
973016710868623361,2018-03-12T02:03:56Z,15636792,xianartman,It feels at once appropriate and like and understatement to ask for fortitude. My mother is still recovering from pneumonia and this weekend I fell ill myself. By the grace of God we endure and persist.  #lent #fortitude,Twitter for iPhone,973016440654778369,15636792,xianartman,FALSE,FALSE,0,0,lent|fortitude,,,,,,,,,,,,,,,en,,,,,,,,,,,|,|,|||||||,,
